object	nm_symbol	canonical_symbol	occurrence_count	locations
ps2vnc_runtime.o	display_confirm_previous_screen_fit_height	display_confirm_previous_screen_fit_height	6	ps2vnc_display_core.inc:426,ps2vnc_runtime_core.inc:988,ps2vnc_runtime_core_to_tail.h:148,ps2vnc_runtime_tail.inc:220,ps2vnc_runtime_tail.inc:257,ps2vnc_runtime_to_ui_display.h:282
ps2vnc_runtime.o	display_confirm_previous_screen_fit_offset_x	display_confirm_previous_screen_fit_offset_x	6	ps2vnc_display_core.inc:428,ps2vnc_runtime_core.inc:989,ps2vnc_runtime_core_to_tail.h:149,ps2vnc_runtime_tail.inc:222,ps2vnc_runtime_tail.inc:258,ps2vnc_runtime_to_ui_display.h:284
ps2vnc_runtime.o	display_confirm_previous_screen_fit_offset_y	display_confirm_previous_screen_fit_offset_y	6	ps2vnc_display_core.inc:430,ps2vnc_runtime_core.inc:990,ps2vnc_runtime_core_to_tail.h:150,ps2vnc_runtime_tail.inc:224,ps2vnc_runtime_tail.inc:259,ps2vnc_runtime_to_ui_display.h:286
ps2vnc_runtime.o	display_confirm_previous_screen_fit_width	display_confirm_previous_screen_fit_width	6	ps2vnc_display_core.inc:424,ps2vnc_runtime_core.inc:987,ps2vnc_runtime_core_to_tail.h:151,ps2vnc_runtime_tail.inc:218,ps2vnc_runtime_tail.inc:256,ps2vnc_runtime_to_ui_display.h:288
ps2vnc_runtime.o	display_confirm_previous_w	display_confirm_previous_w	6	ps2vnc_display_core.inc:414,ps2vnc_runtime_core.inc:973,ps2vnc_runtime_core_to_tail.h:152,ps2vnc_runtime_tail.inc:213,ps2vnc_runtime_tail.inc:251,ps2vnc_runtime_to_ui_display.h:290
ps2vnc_runtime.o	display_confirm_previous_x	display_confirm_previous_x	6	ps2vnc_display_core.inc:410,ps2vnc_runtime_core.inc:971,ps2vnc_runtime_core_to_tail.h:153,ps2vnc_runtime_tail.inc:211,ps2vnc_runtime_tail.inc:249,ps2vnc_runtime_to_ui_display.h:292
ps2vnc_runtime.o	display_confirm_previous_y	display_confirm_previous_y	6	ps2vnc_display_core.inc:412,ps2vnc_runtime_core.inc:972,ps2vnc_runtime_core_to_tail.h:154,ps2vnc_runtime_tail.inc:212,ps2vnc_runtime_tail.inc:250,ps2vnc_runtime_to_ui_display.h:294
ps2vnc_runtime.o	display_confirm_seconds	display_confirm_seconds	11	ps2vnc_display_tail.inc:861,ps2vnc_display_tail.inc:881,ps2vnc_display_tail.inc:884,ps2vnc_runtime_core.inc:958,ps2vnc_runtime_core_to_tail.h:155,ps2vnc_runtime_tail.inc:230,ps2vnc_runtime_tail.inc:245,ps2vnc_runtime_to_ui_display.h:296,ps2vnc_ui_core.inc:49,ps2vnc_ui_tail.inc:507,ps2vnc_ui_tail.inc:508
ps2vnc_runtime.o	display_confirm_selection	display_confirm_selection	11	ps2vnc_display_tail.inc:444,ps2vnc_display_tail.inc:913,ps2vnc_runtime_core.inc:957,ps2vnc_runtime_core_to_tail.h:156,ps2vnc_runtime_tail.inc:229,ps2vnc_runtime_to_ui_display.h:298,ps2vnc_ui_core.inc:30,ps2vnc_ui_core.inc:39,ps2vnc_ui_tail.inc:609,ps2vnc_ui_tail.inc:610,ps2vnc_ui_tail.inc:639
ps2vnc_runtime.o	display_confirm_started_tick	display_confirm_started_tick	5	ps2vnc_runtime_core.inc:993,ps2vnc_runtime_core_to_tail.h:157,ps2vnc_runtime_tail.inc:233,ps2vnc_runtime_tail.inc:262,ps2vnc_runtime_tail.inc:303
ps2vnc_runtime.o	display_confirm_visible	display_confirm_visible	19	ps2vnc_display_core.inc:451,ps2vnc_display_tail.inc:446,ps2vnc_display_tail.inc:860,ps2vnc_display_tail.inc:915,ps2vnc_display_tail.inc:953,ps2vnc_display_tail.inc:964,ps2vnc_display_tail.inc:1043,ps2vnc_display_tail.inc:1062,ps2vnc_display_tail.inc:1256,ps2vnc_runtime_core.inc:956,ps2vnc_runtime_core_to_tail.h:158,ps2vnc_runtime_tail.inc:232,ps2vnc_runtime_tail.inc:244,ps2vnc_runtime_to_ui_display.h:300,ps2vnc_ui_tail.inc:510,ps2vnc_ui_tail.inc:524,ps2vnc_ui_tail.inc:603,ps2vnc_ui_tail.inc:627,ps2vnc_ui_tail.inc:644
ps2vnc_runtime.o	display_hide_locked_modes	display_hide_locked_modes	7	ps2vnc_display_tail.inc:344,ps2vnc_management_tail.inc:1335,ps2vnc_runtime_core.inc:923,ps2vnc_services_imports.h:21,ps2vnc_ui_core.inc:176,ps2vnc_ui_core.inc:545,ps2vnc_ui_tail.inc:916
ps2vnc_runtime.o	display_menu_error	display_menu_error	17	ps2vnc_display_tail.inc:387,ps2vnc_display_tail.inc:412,ps2vnc_display_tail.inc:575,ps2vnc_display_tail.inc:604,ps2vnc_display_tail.inc:636,ps2vnc_display_tail.inc:677,ps2vnc_runtime_core.inc:825,ps2vnc_runtime_to_ui_display.h:302,ps2vnc_ui_core.inc:307,ps2vnc_ui_core.inc:728,ps2vnc_ui_tail.inc:794,ps2vnc_ui_tail.inc:808,ps2vnc_ui_tail.inc:822,ps2vnc_ui_tail.inc:836,ps2vnc_ui_tail.inc:846,ps2vnc_ui_tail.inc:942,ps2vnc_ui_tail.inc:978
ps2vnc_runtime.o	display_menu_parent_system	display_menu_parent_system	10	ps2vnc_display_tail.inc:389,ps2vnc_display_tail.inc:414,ps2vnc_display_tail.inc:577,ps2vnc_runtime_core.inc:1007,ps2vnc_runtime_to_ui_display.h:304,ps2vnc_ui_core.inc:309,ps2vnc_ui_tail.inc:849,ps2vnc_ui_tail.inc:850,ps2vnc_ui_tail.inc:944,ps2vnc_ui_tail.inc:980
ps2vnc_runtime.o	display_menu_selection	display_menu_selection	39	ps2vnc_display_tail.inc:385,ps2vnc_display_tail.inc:410,ps2vnc_display_tail.inc:563,ps2vnc_display_tail.inc:602,ps2vnc_display_tail.inc:633,ps2vnc_display_tail.inc:674,ps2vnc_runtime_core.inc:824,ps2vnc_runtime_to_ui_display.h:306,ps2vnc_ui_core.inc:254,ps2vnc_ui_core.inc:259,ps2vnc_ui_core.inc:261,ps2vnc_ui_core.inc:264,ps2vnc_ui_core.inc:276,ps2vnc_ui_core.inc:280,ps2vnc_ui_core.inc:284,ps2vnc_ui_core.inc:286,ps2vnc_ui_core.inc:298,ps2vnc_ui_core.inc:383,ps2vnc_ui_core.inc:388,ps2vnc_ui_core.inc:392,ps2vnc_ui_core.inc:402,ps2vnc_ui_core.inc:616,ps2vnc_ui_core.inc:752,ps2vnc_ui_core.inc:768,ps2vnc_ui_tail.inc:789,ps2vnc_ui_tail.inc:791,ps2vnc_ui_tail.inc:803,ps2vnc_ui_tail.inc:805,ps2vnc_ui_tail.inc:817,ps2vnc_ui_tail.inc:819,ps2vnc_ui_tail.inc:831,ps2vnc_ui_tail.inc:833,ps2vnc_ui_tail.inc:873,ps2vnc_ui_tail.inc:884,ps2vnc_ui_tail.inc:888,ps2vnc_ui_tail.inc:931,ps2vnc_ui_tail.inc:948,ps2vnc_ui_tail.inc:964,ps2vnc_ui_tail.inc:985
ps2vnc_runtime.o	display_menu_tab	display_menu_tab	32	ps2vnc_display_tail.inc:569,ps2vnc_runtime_core.inc:900,ps2vnc_runtime_to_ui_display.h:308,ps2vnc_ui_core.inc:247,ps2vnc_ui_core.inc:248,ps2vnc_ui_core.inc:250,ps2vnc_ui_core.inc:253,ps2vnc_ui_core.inc:260,ps2vnc_ui_core.inc:263,ps2vnc_ui_core.inc:269,ps2vnc_ui_core.inc:273,ps2vnc_ui_core.inc:282,ps2vnc_ui_core.inc:285,ps2vnc_ui_core.inc:295,ps2vnc_ui_core.inc:300,ps2vnc_ui_core.inc:301,ps2vnc_ui_core.inc:303,ps2vnc_ui_core.inc:335,ps2vnc_ui_core.inc:341,ps2vnc_ui_core.inc:345,ps2vnc_ui_core.inc:360,ps2vnc_ui_core.inc:363,ps2vnc_ui_core.inc:378,ps2vnc_ui_core.inc:395,ps2vnc_ui_core.inc:397,ps2vnc_ui_core.inc:508,ps2vnc_ui_core.inc:513,ps2vnc_ui_core.inc:538,ps2vnc_ui_core.inc:594,ps2vnc_ui_core.inc:738,ps2vnc_ui_tail.inc:868,ps2vnc_ui_tail.inc:906
ps2vnc_runtime.o	display_menu_tab_selection	display_menu_tab_selection	8	ps2vnc_runtime_core.inc:906,ps2vnc_runtime_to_ui_display.h:310,ps2vnc_ui_core.inc:263,ps2vnc_ui_core.inc:269,ps2vnc_ui_core.inc:285,ps2vnc_ui_core.inc:303,ps2vnc_ui_core.inc:363,ps2vnc_ui_core.inc:391
ps2vnc_runtime.o	display_menu_visible	display_menu_visible	23	ps2vnc_display_core.inc:571,ps2vnc_display_tail.inc:388,ps2vnc_display_tail.inc:413,ps2vnc_display_tail.inc:576,ps2vnc_display_tail.inc:605,ps2vnc_display_tail.inc:637,ps2vnc_display_tail.inc:678,ps2vnc_display_tail.inc:918,ps2vnc_display_tail.inc:951,ps2vnc_display_tail.inc:968,ps2vnc_display_tail.inc:1041,ps2vnc_display_tail.inc:1060,ps2vnc_runtime_core.inc:823,ps2vnc_runtime_core_to_tail.h:159,ps2vnc_runtime_tail.inc:62,ps2vnc_runtime_to_ui_display.h:312,ps2vnc_ui_core.inc:310,ps2vnc_ui_tail.inc:176,ps2vnc_ui_tail.inc:728,ps2vnc_ui_tail.inc:771,ps2vnc_ui_tail.inc:845,ps2vnc_ui_tail.inc:941,ps2vnc_ui_tail.inc:977
ps2vnc_runtime.o	display_mode_locked	display_mode_locked	12	ps2vnc_display_tail.inc:330,ps2vnc_display_tail.inc:559,ps2vnc_management_tail.inc:1331,ps2vnc_runtime_core.inc:921,ps2vnc_services_imports.h:22,ps2vnc_ui_core.inc:179,ps2vnc_ui_core.inc:606,ps2vnc_ui_core.inc:623,ps2vnc_ui_core.inc:641,ps2vnc_ui_core.inc:767,ps2vnc_ui_tail.inc:887,ps2vnc_ui_tail.inc:963
ps2vnc_runtime.o	display_mode_request	display_mode_request	11	ps2vnc_display_core.inc:1005,ps2vnc_display_core.inc:1052,ps2vnc_display_core.inc:1057,ps2vnc_display_tail.inc:513,ps2vnc_display_tail.inc:514,ps2vnc_display_tail.inc:533,ps2vnc_runtime_core.inc:826,ps2vnc_runtime_core_to_tail.h:160,ps2vnc_runtime_tail.inc:112,ps2vnc_runtime_to_ui_display.h:314,ps2vnc_ui_tail.inc:983
ps2vnc_runtime.o	display_mode_request_remote	display_mode_request_remote	7	ps2vnc_display_core.inc:864,ps2vnc_display_core.inc:1051,ps2vnc_display_tail.inc:516,ps2vnc_display_tail.inc:534,ps2vnc_runtime_core.inc:859,ps2vnc_runtime_to_ui_display.h:316,ps2vnc_ui_tail.inc:982
ps2vnc_runtime.o	display_policy_error	display_policy_error	16	ps2vnc_display_tail.inc:350,ps2vnc_display_tail.inc:353,ps2vnc_runtime_core.inc:925,ps2vnc_runtime_to_ui_display.h:318,ps2vnc_ui_core.inc:308,ps2vnc_ui_core.inc:718,ps2vnc_ui_tail.inc:795,ps2vnc_ui_tail.inc:809,ps2vnc_ui_tail.inc:823,ps2vnc_ui_tail.inc:837,ps2vnc_ui_tail.inc:847,ps2vnc_ui_tail.inc:881,ps2vnc_ui_tail.inc:913,ps2vnc_ui_tail.inc:943,ps2vnc_ui_tail.inc:959,ps2vnc_ui_tail.inc:979
ps2vnc_runtime.o	display_policy_loaded	display_policy_loaded	10	ps2vnc_display_tail.inc:317,ps2vnc_display_tail.inc:338,ps2vnc_display_tail.inc:558,ps2vnc_management_tail.inc:1338,ps2vnc_runtime_core.inc:924,ps2vnc_services_imports.h:23,ps2vnc_ui_core.inc:320,ps2vnc_ui_tail.inc:877,ps2vnc_ui_tail.inc:909,ps2vnc_ui_tail.inc:953
ps2vnc_runtime.o	display_policy_request	display_policy_request	13	ps2vnc_display_tail.inc:293,ps2vnc_display_tail.inc:297,ps2vnc_display_tail.inc:358,ps2vnc_runtime_core.inc:932,ps2vnc_runtime_to_ui_display.h:320,ps2vnc_ui_core.inc:317,ps2vnc_ui_core.inc:321,ps2vnc_ui_core.inc:704,ps2vnc_ui_core.inc:710,ps2vnc_ui_tail.inc:878,ps2vnc_ui_tail.inc:892,ps2vnc_ui_tail.inc:910,ps2vnc_ui_tail.inc:920
ps2vnc_runtime.o	display_policy_request_selection	display_policy_request_selection	5	ps2vnc_display_tail.inc:300,ps2vnc_display_tail.inc:356,ps2vnc_runtime_core.inc:935,ps2vnc_runtime_to_ui_display.h:322,ps2vnc_ui_tail.inc:883
ps2vnc_runtime.o	display_policy_request_value	display_policy_request_value	6	ps2vnc_display_tail.inc:303,ps2vnc_display_tail.inc:357,ps2vnc_runtime_core.inc:936,ps2vnc_runtime_to_ui_display.h:324,ps2vnc_ui_tail.inc:886,ps2vnc_ui_tail.inc:915
ps2vnc_runtime.o	display_restore_ack_mode	display_restore_ack_mode	10	ps2vnc_display_core.inc:565,ps2vnc_display_core.inc:579,ps2vnc_display_core.inc:580,ps2vnc_display_tail.inc:264,ps2vnc_display_tail.inc:265,ps2vnc_display_tail.inc:271,ps2vnc_runtime_core.inc:1005,ps2vnc_runtime_to_ui_display.h:326,ps2vnc_ui_core.inc:80,ps2vnc_ui_core.inc:81
ps2vnc_runtime.o	display_restore_ack_request	display_restore_ack_request	7	ps2vnc_display_core.inc:568,ps2vnc_display_tail.inc:249,ps2vnc_display_tail.inc:251,ps2vnc_runtime_core.inc:1004,ps2vnc_runtime_to_ui_display.h:328,ps2vnc_ui_tail.inc:558,ps2vnc_ui_tail.inc:562
ps2vnc_runtime.o	display_restore_ack_visible	display_restore_ack_visible	13	ps2vnc_display_core.inc:574,ps2vnc_display_tail.inc:248,ps2vnc_display_tail.inc:270,ps2vnc_display_tail.inc:954,ps2vnc_display_tail.inc:962,ps2vnc_display_tail.inc:1044,ps2vnc_display_tail.inc:1063,ps2vnc_runtime_core.inc:1003,ps2vnc_runtime_core_to_tail.h:161,ps2vnc_runtime_tail.inc:109,ps2vnc_runtime_tail.inc:287,ps2vnc_runtime_to_ui_display.h:330,ps2vnc_ui_tail.inc:546
ps2vnc_runtime.o	display_switch_failure_stage	display_switch_failure_stage	27	ps2vnc_display_core.inc:16,ps2vnc_display_core.inc:22,ps2vnc_display_core.inc:30,ps2vnc_display_core.inc:41,ps2vnc_display_core.inc:49,ps2vnc_display_core.inc:58,ps2vnc_display_core.inc:68,ps2vnc_display_core.inc:76,ps2vnc_display_core.inc:89,ps2vnc_display_core.inc:110,ps2vnc_display_core.inc:116,ps2vnc_display_core.inc:127,ps2vnc_display_core.inc:136,ps2vnc_display_core.inc:144,ps2vnc_display_core.inc:229,ps2vnc_display_core.inc:237,ps2vnc_display_core.inc:247,ps2vnc_display_core.inc:258,ps2vnc_display_core.inc:274,ps2vnc_display_core.inc:319,ps2vnc_display_core.inc:338,ps2vnc_display_core.inc:344,ps2vnc_display_core.inc:350,ps2vnc_display_core.inc:370,ps2vnc_display_tail.inc:758,ps2vnc_runtime_core.inc:867,ps2vnc_runtime_to_ui_display.h:332
ps2vnc_runtime.o	display_transition_switch_in_progress	display_transition_switch_in_progress	9	ps2vnc_display_core.inc:1004,ps2vnc_display_tail.inc:703,ps2vnc_display_tail.inc:744,ps2vnc_runtime_core.inc:968,ps2vnc_runtime_core_to_tail.h:162,ps2vnc_runtime_tail.inc:111,ps2vnc_runtime_to_ui_display.h:334,ps2vnc_ui_tail.inc:502,ps2vnc_ui_tail.inc:541
ps2vnc_runtime.o	force_screen_fit_calibration	force_screen_fit_calibration	7	ps2vnc_calibration_core.inc:1512,ps2vnc_display_tail.inc:50,ps2vnc_display_tail.inc:63,ps2vnc_display_tail.inc:1561,ps2vnc_display_tail.inc:1564,ps2vnc_runtime_core.inc:662,ps2vnc_services_imports.h:25
ps2vnc_runtime.o	hires_bg_back_buffer	hires_bg_back_buffer	29	ps2vnc_calibration_tail.inc:1271,ps2vnc_calibration_tail.inc:1279,ps2vnc_calibration_tail.inc:1438,ps2vnc_calibration_tail.inc:1458,ps2vnc_calibration_tail.inc:1460,ps2vnc_calibration_tail.inc:1481,ps2vnc_calibration_tail.inc:1485,ps2vnc_calibration_tail.inc:1490,ps2vnc_calibration_tail.inc:1491,ps2vnc_framebuffer_tail.inc:14,ps2vnc_framebuffer_tail.inc:21,ps2vnc_framebuffer_tail.inc:57,ps2vnc_framebuffer_tail.inc:464,ps2vnc_framebuffer_tail.inc:481,ps2vnc_framebuffer_tail.inc:509,ps2vnc_framebuffer_tail.inc:516,ps2vnc_framebuffer_tail.inc:606,ps2vnc_framebuffer_tail.inc:607,ps2vnc_framebuffer_tail.inc:946,ps2vnc_framebuffer_tail.inc:958,ps2vnc_framebuffer_tail.inc:964,ps2vnc_framebuffer_tail.inc:965,ps2vnc_framebuffer_tail.inc:987,ps2vnc_framebuffer_tail.inc:992,ps2vnc_framebuffer_tail.inc:997,ps2vnc_framebuffer_tail.inc:998,ps2vnc_framebuffer_tail.inc:1003,ps2vnc_runtime_core.inc:272,ps2vnc_services_imports.h:26
ps2vnc_runtime.o	hires_bg_buffer	hires_bg_buffer	37	ps2vnc_calibration_tail.inc:1270,ps2vnc_calibration_tail.inc:1278,ps2vnc_calibration_tail.inc:1438,ps2vnc_calibration_tail.inc:1453,ps2vnc_calibration_tail.inc:1455,ps2vnc_calibration_tail.inc:1486,ps2vnc_framebuffer_tail.inc:13,ps2vnc_framebuffer_tail.inc:20,ps2vnc_framebuffer_tail.inc:28,ps2vnc_framebuffer_tail.inc:32,ps2vnc_framebuffer_tail.inc:39,ps2vnc_framebuffer_tail.inc:47,ps2vnc_framebuffer_tail.inc:56,ps2vnc_framebuffer_tail.inc:463,ps2vnc_framebuffer_tail.inc:480,ps2vnc_framebuffer_tail.inc:508,ps2vnc_framebuffer_tail.inc:604,ps2vnc_framebuffer_tail.inc:605,ps2vnc_framebuffer_tail.inc:615,ps2vnc_framebuffer_tail.inc:725,ps2vnc_framebuffer_tail.inc:754,ps2vnc_framebuffer_tail.inc:831,ps2vnc_framebuffer_tail.inc:860,ps2vnc_framebuffer_tail.inc:880,ps2vnc_framebuffer_tail.inc:881,ps2vnc_framebuffer_tail.inc:885,ps2vnc_framebuffer_tail.inc:945,ps2vnc_framebuffer_tail.inc:959,ps2vnc_framebuffer_tail.inc:993,ps2vnc_framebuffer_tail.inc:1064,ps2vnc_framebuffer_tail.inc:1130,ps2vnc_framebuffer_tail.inc:1156,ps2vnc_framebuffer_tail.inc:1163,ps2vnc_framebuffer_tail.inc:1180,ps2vnc_framebuffer_tail.inc:1204,ps2vnc_runtime_core.inc:271,ps2vnc_services_imports.h:27
ps2vnc_runtime.o	hires_bg_configured	hires_bg_configured	11	ps2vnc_calibration_tail.inc:1277,ps2vnc_calibration_tail.inc:1465,ps2vnc_framebuffer_tail.inc:15,ps2vnc_framebuffer_tail.inc:29,ps2vnc_framebuffer_tail.inc:465,ps2vnc_framebuffer_tail.inc:745,ps2vnc_framebuffer_tail.inc:884,ps2vnc_framebuffer_tail.inc:893,ps2vnc_framebuffer_tail.inc:1065,ps2vnc_runtime_core.inc:283,ps2vnc_services_imports.h:28
ps2vnc_runtime.o	hires_mapped_source_framebuffer	hires_mapped_source_framebuffer	6	ps2vnc_calibration_tail.inc:1275,ps2vnc_calibration_tail.inc:1467,ps2vnc_framebuffer_tail.inc:546,ps2vnc_framebuffer_tail.inc:559,ps2vnc_runtime_core.inc:282,ps2vnc_services_imports.h:29
ps2vnc_runtime.o	live_direct_present_buffer	live_direct_present_buffer	17	ps2vnc_calibration_tail.inc:1274,ps2vnc_calibration_tail.inc:1479,ps2vnc_calibration_tail.inc:1481,ps2vnc_framebuffer_core.inc:1110,ps2vnc_framebuffer_core.inc:1123,ps2vnc_framebuffer_tail.inc:64,ps2vnc_framebuffer_tail.inc:523,ps2vnc_framebuffer_tail.inc:591,ps2vnc_framebuffer_tail.inc:597,ps2vnc_framebuffer_tail.inc:605,ps2vnc_framebuffer_tail.inc:607,ps2vnc_framebuffer_tail.inc:614,ps2vnc_framebuffer_tail.inc:970,ps2vnc_framebuffer_tail.inc:1001,ps2vnc_framebuffer_tail.inc:1003,ps2vnc_runtime_core.inc:273,ps2vnc_services_imports.h:30
ps2vnc_runtime.o	live_direct_present_safe	live_direct_present_safe	11	ps2vnc_calibration_tail.inc:1273,ps2vnc_calibration_tail.inc:1478,ps2vnc_framebuffer_core.inc:1109,ps2vnc_framebuffer_core.inc:1130,ps2vnc_framebuffer_core.inc:1139,ps2vnc_framebuffer_core.inc:1146,ps2vnc_framebuffer_tail.inc:63,ps2vnc_framebuffer_tail.inc:522,ps2vnc_framebuffer_tail.inc:969,ps2vnc_runtime_core.inc:284,ps2vnc_services_imports.h:31
ps2vnc_runtime.o	profile_present_sync_ticks	profile_present_sync_ticks	6	ps2vnc_display_tail.inc:1117,ps2vnc_runtime_core.inc:701,ps2vnc_runtime_core_to_tail.h:195,ps2vnc_runtime_tail.inc:329,ps2vnc_runtime_tail.inc:345,ps2vnc_runtime_to_ui_display.h:386
ps2vnc_runtime.o	remote_display_baseline_mode	remote_display_baseline_mode	7	ps2vnc_display_core.inc:828,ps2vnc_display_core.inc:829,ps2vnc_display_core.inc:830,ps2vnc_display_core.inc:873,ps2vnc_display_core.inc:1035,ps2vnc_runtime_core.inc:876,ps2vnc_runtime_to_ui_display.h:396
ps2vnc_runtime.o	remote_display_error_code	remote_display_error_code	21	ps2vnc_display_core.inc:868,ps2vnc_display_core.inc:880,ps2vnc_display_core.inc:918,ps2vnc_display_core.inc:1032,ps2vnc_display_core.inc:1083,ps2vnc_display_core.inc:1126,ps2vnc_display_core.inc:1148,ps2vnc_display_core.inc:1149,ps2vnc_display_core.inc:1160,ps2vnc_display_core.inc:1161,ps2vnc_display_core.inc:1173,ps2vnc_display_core.inc:1174,ps2vnc_display_core.inc:1192,ps2vnc_display_core.inc:1193,ps2vnc_display_core.inc:1206,ps2vnc_display_core.inc:1209,ps2vnc_display_tail.inc:656,ps2vnc_display_tail.inc:756,ps2vnc_display_tail.inc:819,ps2vnc_runtime_core.inc:863,ps2vnc_runtime_to_ui_display.h:398
ps2vnc_runtime.o	remote_display_last_poll_tick	remote_display_last_poll_tick	5	ps2vnc_display_core.inc:947,ps2vnc_display_core.inc:950,ps2vnc_display_core.inc:954,ps2vnc_runtime_core.inc:870,ps2vnc_runtime_to_ui_display.h:400
ps2vnc_runtime.o	remote_display_lease_seconds	remote_display_lease_seconds	6	ps2vnc_display_core.inc:867,ps2vnc_display_core.inc:908,ps2vnc_display_core.inc:1030,ps2vnc_display_tail.inc:871,ps2vnc_runtime_core.inc:862,ps2vnc_runtime_to_ui_display.h:402
ps2vnc_runtime.o	remote_display_lease_started_tick	remote_display_lease_started_tick	5	ps2vnc_display_core.inc:870,ps2vnc_display_core.inc:904,ps2vnc_display_tail.inc:853,ps2vnc_runtime_core.inc:869,ps2vnc_runtime_to_ui_display.h:404
ps2vnc_runtime.o	remote_display_requested_mode	remote_display_requested_mode	4	ps2vnc_display_core.inc:872,ps2vnc_display_core.inc:1034,ps2vnc_runtime_core.inc:873,ps2vnc_runtime_to_ui_display.h:407
ps2vnc_runtime.o	remote_display_state	remote_display_state	18	ps2vnc_display_core.inc:214,ps2vnc_display_core.inc:863,ps2vnc_display_core.inc:895,ps2vnc_display_core.inc:915,ps2vnc_display_core.inc:1010,ps2vnc_display_core.inc:1048,ps2vnc_display_core.inc:1075,ps2vnc_display_core.inc:1080,ps2vnc_display_core.inc:1116,ps2vnc_display_core.inc:1121,ps2vnc_display_tail.inc:653,ps2vnc_display_tail.inc:850,ps2vnc_runtime_core.inc:846,ps2vnc_runtime_to_ui_display.h:409,ps2vnc_ui_tail.inc:501,ps2vnc_ui_tail.inc:600,ps2vnc_ui_tail.inc:619,ps2vnc_ui_tail.inc:632
ps2vnc_runtime.o	remote_display_suppress_next_active_menu_return	remote_display_suppress_next_active_menu_return	6	ps2vnc_display_core.inc:1119,ps2vnc_runtime_core.inc:857,ps2vnc_runtime_core_to_tail.h:201,ps2vnc_runtime_tail.inc:277,ps2vnc_runtime_tail.inc:278,ps2vnc_runtime_to_ui_display.h:412
ps2vnc_runtime.o	remote_display_txid	remote_display_txid	9	ps2vnc_display_core.inc:833,ps2vnc_display_core.inc:845,ps2vnc_display_core.inc:866,ps2vnc_display_core.inc:913,ps2vnc_display_core.inc:1029,ps2vnc_display_core.inc:1077,ps2vnc_display_tail.inc:870,ps2vnc_runtime_core.inc:861,ps2vnc_runtime_to_ui_display.h:414
ps2vnc_runtime.o	screen_row	screen_row	4	ps2vnc_display_tail.inc:1501,ps2vnc_runtime_core.inc:1176,ps2vnc_runtime_core.inc:1189,ps2vnc_runtime_to_ui_display.h:430
ps2vnc_runtime_tail.o	rfb_extended_desktop_height	rfb_extended_desktop_height	9	ps2vnc_framebuffer_core.inc:666,ps2vnc_framebuffer_core.inc:979,ps2vnc_framebuffer_core.inc:1021,ps2vnc_framebuffer_core.inc:1026,ps2vnc_framebuffer_core.inc:1035,ps2vnc_runtime_tail.inc:802,ps2vnc_runtime_tail.inc:1055,ps2vnc_runtime_tail.inc:1099,ps2vnc_runtime_to_framebuffer.h:102
ps2vnc_runtime_tail.o	rfb_extended_desktop_reason	rfb_extended_desktop_reason	6	ps2vnc_framebuffer_core.inc:663,ps2vnc_framebuffer_core.inc:976,ps2vnc_runtime_tail.inc:799,ps2vnc_runtime_tail.inc:1052,ps2vnc_runtime_tail.inc:1085,ps2vnc_runtime_to_framebuffer.h:96
ps2vnc_runtime_tail.o	rfb_extended_desktop_result	rfb_extended_desktop_result	6	ps2vnc_framebuffer_core.inc:664,ps2vnc_framebuffer_core.inc:977,ps2vnc_runtime_tail.inc:800,ps2vnc_runtime_tail.inc:1053,ps2vnc_runtime_tail.inc:1093,ps2vnc_runtime_to_framebuffer.h:98
ps2vnc_runtime_tail.o	rfb_extended_desktop_screen_count	rfb_extended_desktop_screen_count	6	ps2vnc_framebuffer_core.inc:667,ps2vnc_framebuffer_core.inc:980,ps2vnc_framebuffer_core.inc:1015,ps2vnc_runtime_tail.inc:803,ps2vnc_runtime_tail.inc:1056,ps2vnc_runtime_to_framebuffer.h:104
ps2vnc_runtime_tail.o	rfb_extended_desktop_seen	rfb_extended_desktop_seen	7	ps2vnc_framebuffer_core.inc:662,ps2vnc_framebuffer_core.inc:975,ps2vnc_framebuffer_core.inc:1010,ps2vnc_runtime_tail.inc:798,ps2vnc_runtime_tail.inc:1051,ps2vnc_runtime_tail.inc:1074,ps2vnc_runtime_to_framebuffer.h:94
ps2vnc_runtime_tail.o	rfb_extended_desktop_width	rfb_extended_desktop_width	9	ps2vnc_framebuffer_core.inc:665,ps2vnc_framebuffer_core.inc:978,ps2vnc_framebuffer_core.inc:1020,ps2vnc_framebuffer_core.inc:1025,ps2vnc_framebuffer_core.inc:1034,ps2vnc_runtime_tail.inc:801,ps2vnc_runtime_tail.inc:1054,ps2vnc_runtime_tail.inc:1098,ps2vnc_runtime_to_framebuffer.h:100
ps2vnc_runtime_tail.o	rfb_first_screen_flags	rfb_first_screen_flags	9	ps2vnc_framebuffer_core.inc:679,ps2vnc_framebuffer_core.inc:719,ps2vnc_framebuffer_core.inc:987,ps2vnc_runtime_tail.inc:810,ps2vnc_runtime_tail.inc:944,ps2vnc_runtime_tail.inc:946,ps2vnc_runtime_tail.inc:948,ps2vnc_runtime_tail.inc:950,ps2vnc_runtime_to_framebuffer.h:116
ps2vnc_runtime_tail.o	rfb_first_screen_height	rfb_first_screen_height	6	ps2vnc_framebuffer_core.inc:678,ps2vnc_framebuffer_core.inc:716,ps2vnc_framebuffer_core.inc:745,ps2vnc_framebuffer_core.inc:986,ps2vnc_runtime_tail.inc:809,ps2vnc_runtime_to_framebuffer.h:114
