iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T21:34:09.305-04:00	2026-08-30T21:34:11.655-04:00	2026-08-30T21:34:23.851-04:00	2026-08-30T21:34:25.416-04:00	17.111837	PASS	
2	480p-hires	steady	1	2026-08-30T21:34:28.001-04:00	2026-08-30T21:34:30.408-04:00	2026-08-30T21:34:42.619-04:00	2026-08-30T21:34:44.147-04:00	17.146482	PASS	
3	576i	steady	1	2026-08-30T21:34:46.788-04:00	2026-08-30T21:34:49.191-04:00	2026-08-30T21:35:01.383-04:00	2026-08-30T21:35:03.407-04:00	17.619915	PASS	
4	720p	steady	1	2026-08-30T21:35:05.973-04:00	2026-08-30T21:35:08.390-04:00	2026-08-30T21:35:20.584-04:00	2026-08-30T21:35:22.125-04:00	17.152893	PASS	
5	1080i	steady	1	2026-08-30T21:35:24.685-04:00	2026-08-30T21:35:27.574-04:00	2026-08-30T21:35:39.772-04:00	2026-08-30T21:35:41.365-04:00	17.680377	PASS	
