iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T04:59:51.458-04:00	2026-08-30T04:59:54.032-04:00	2026-08-30T05:00:06.330-04:00	2026-08-30T05:00:07.750-04:00	17.294774	PASS	
2	480p-hires	steady	1	2026-08-30T05:00:10.686-04:00	2026-08-30T05:00:13.254-04:00	2026-08-30T05:00:25.610-04:00	2026-08-30T05:00:27.558-04:00	17.872408	PASS	
3	576i	steady	1	2026-08-30T05:00:30.496-04:00	2026-08-30T05:00:33.138-04:00	2026-08-30T05:00:45.519-04:00	2026-08-30T05:00:47.549-04:00	18.054185	PASS	
4	720p	steady	1	2026-08-30T05:00:50.483-04:00	2026-08-30T05:00:53.145-04:00	2026-08-30T05:01:05.478-04:00	2026-08-30T05:01:07.431-04:00	17.949308	PASS	
5	1080i	steady	1	2026-08-30T05:01:10.378-04:00	2026-08-30T05:01:13.071-04:00	2026-08-30T05:01:25.388-04:00	2026-08-30T05:01:27.395-04:00	18.018259	PASS	
