iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T05:56:53.999-04:00	2026-08-30T05:56:56.599-04:00	2026-08-30T05:57:08.909-04:00	2026-08-30T05:57:10.312-04:00	17.315146	PASS	
2	480p-hires	steady	1	2026-08-30T05:57:13.259-04:00	2026-08-30T05:57:15.904-04:00	2026-08-30T05:57:28.242-04:00	2026-08-30T05:57:29.689-04:00	17.431920	PASS	
3	576i	steady	1	2026-08-30T05:57:32.609-04:00	2026-08-30T05:57:35.179-04:00	2026-08-30T05:57:47.510-04:00	2026-08-30T05:57:49.018-04:00	17.409601	PASS	
4	720p	steady	1	2026-08-30T05:57:51.918-04:00	2026-08-30T05:57:54.627-04:00	2026-08-30T05:58:06.945-04:00	2026-08-30T05:58:08.905-04:00	17.990435	PASS	
5	1080i	steady	1	2026-08-30T05:58:11.819-04:00	2026-08-30T05:58:14.506-04:00	2026-08-30T05:58:26.832-04:00	2026-08-30T05:58:29.996-04:00	19.178289	PASS	
