iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T09:30:38.035-04:00	2026-08-30T09:30:40.601-04:00	2026-08-30T09:30:52.920-04:00	2026-08-30T09:30:54.936-04:00	17.902677	PASS	
2	480p-hires	steady	1	2026-08-30T09:30:57.839-04:00	2026-08-30T09:31:00.486-04:00	2026-08-30T09:31:12.797-04:00	2026-08-30T09:31:14.782-04:00	17.944090	PASS	
3	576i	steady	1	2026-08-30T09:31:17.682-04:00	2026-08-30T09:31:20.378-04:00	2026-08-30T09:31:32.697-04:00	2026-08-30T09:31:35.852-04:00	19.171340	PASS	
4	720p	steady	1	2026-08-30T09:31:38.821-04:00	2026-08-30T09:31:41.547-04:00	2026-08-30T09:31:53.887-04:00	2026-08-30T09:31:55.944-04:00	18.124179	PASS	
5	1080i	steady	1	2026-08-30T09:31:58.889-04:00	2026-08-30T09:32:01.603-04:00	2026-08-30T09:32:13.893-04:00	2026-08-30T09:32:15.894-04:00	18.005901	PASS	
