iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T10:25:36.877-04:00	2026-08-30T10:25:39.506-04:00	2026-08-30T10:25:51.800-04:00	2026-08-30T10:25:56.664-04:00	20.788264	PASS	
2	480p-hires	steady	1	2026-08-30T10:25:59.616-04:00	2026-08-30T10:26:02.184-04:00	2026-08-30T10:26:14.529-04:00	2026-08-30T10:26:16.509-04:00	17.895635	PASS	
3	576i	steady	1	2026-08-30T10:26:19.457-04:00	2026-08-30T10:26:22.105-04:00	2026-08-30T10:26:34.415-04:00	2026-08-30T10:26:36.409-04:00	17.952555	PASS	
4	720p	steady	1	2026-08-30T10:26:39.358-04:00	2026-08-30T10:26:41.990-04:00	2026-08-30T10:26:54.293-04:00	2026-08-30T10:26:56.317-04:00	17.959252	PASS	
5	1080i	steady	1	2026-08-30T10:26:59.216-04:00	2026-08-30T10:27:02.661-04:00	2026-08-30T10:27:14.968-04:00		136.135380	FAIL	timeout waiting for RESTORED
