iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T09:09:29.422-04:00	2026-08-30T09:09:32.053-04:00	2026-08-30T09:09:44.372-04:00	2026-08-30T09:09:46.314-04:00	17.892467	PASS	
2	480p-hires	steady	1	2026-08-30T09:09:49.207-04:00	2026-08-30T09:09:51.898-04:00	2026-08-30T09:10:04.220-04:00	2026-08-30T09:10:06.246-04:00	18.040014	PASS	
3	576i	steady	1	2026-08-30T09:10:09.200-04:00	2026-08-30T09:10:11.773-04:00	2026-08-30T09:10:24.085-04:00	2026-08-30T09:10:26.073-04:00	17.873839	PASS	
4	720p	steady	1	2026-08-30T09:10:29.046-04:00	2026-08-30T09:10:31.697-04:00	2026-08-30T09:10:44.040-04:00	2026-08-30T09:10:45.978-04:00	17.932727	PASS	
5	1080i	steady	1	2026-08-30T09:10:48.934-04:00	2026-08-30T09:10:52.182-04:00	2026-08-30T09:11:04.479-04:00	2026-08-30T09:11:06.552-04:00	18.619115	PASS	
