RECEIVER_START	receive_epoch_ms=1788142714770	receive_monotonic_ns=40818349942098	listen=192.168.50.1:5999
TELEMETRY	receive_epoch_ms=1788143027171	receive_monotonic_ns=41130750654280	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=13857 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143027467	receive_monotonic_ns=41131047566141	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=13874 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143027760	receive_monotonic_ns=41131340170083	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=13892 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143028057	receive_monotonic_ns=41131637617852	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=13910 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143028357	receive_monotonic_ns=41131937419253	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=13928 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143028650	receive_monotonic_ns=41132229809858	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=13945 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143028948	receive_monotonic_ns=41132527650772	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=13963 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143029240	receive_monotonic_ns=41132820558635	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=13980 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143029538	receive_monotonic_ns=41133117882433	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=13998 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143029831	receive_monotonic_ns=41133410719609	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14015 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143030128	receive_monotonic_ns=41133708289351	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14033 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143030425	receive_monotonic_ns=41134005543516	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14051 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143030718	receive_monotonic_ns=41134298010966	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14068 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143031015	receive_monotonic_ns=41134595263408	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14086 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143031308	receive_monotonic_ns=41134887940540	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14104 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143031605	receive_monotonic_ns=41135185478201	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14121 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143031903	receive_monotonic_ns=41135483021845	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14139 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143032196	receive_monotonic_ns=41135775926622	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14156 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143032493	receive_monotonic_ns=41136072730890	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14174 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143032785	receive_monotonic_ns=41136365012405	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14192 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143033082	receive_monotonic_ns=41136662210913	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14209 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143033379	receive_monotonic_ns=41136959266807	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14227 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143033671	receive_monotonic_ns=41137251585986	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14244 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143033969	receive_monotonic_ns=41137549617808	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14262 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143034262	receive_monotonic_ns=41137842364207	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14280 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143034559	receive_monotonic_ns=41138138806836	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14297 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143034851	receive_monotonic_ns=41138430914659	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14315 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143035147	receive_monotonic_ns=41138727502453	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14333 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143035445	receive_monotonic_ns=41139025151526	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14350 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143035737	receive_monotonic_ns=41139317522327	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14368 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143036035	receive_monotonic_ns=41139614688084	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14385 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143036327	receive_monotonic_ns=41139907190085	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14403 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143036625	receive_monotonic_ns=41140205425248	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14421 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143036922	receive_monotonic_ns=41140502028500	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14438 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143037215	receive_monotonic_ns=41140794681666	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14456 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143037511	receive_monotonic_ns=41141091477766	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14474 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143037804	receive_monotonic_ns=41141384327969	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14491 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143038101	receive_monotonic_ns=41141681246494	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14509 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143038398	receive_monotonic_ns=41141978642870	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14526 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143038691	receive_monotonic_ns=41142271442680	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14544 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143038989	receive_monotonic_ns=41142568990612	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14562 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143039282	receive_monotonic_ns=41142861947177	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14579 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143039579	receive_monotonic_ns=41143158754863	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14597 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143039871	receive_monotonic_ns=41143451536539	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14614 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143040169	receive_monotonic_ns=41143748854520	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14632 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143040467	receive_monotonic_ns=41144046856205	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14650 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143040759	receive_monotonic_ns=41144339228506	src=192.168.50.2:62511	payload=DBG frame=5 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14667 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/219 hav=215 he=16/219 rn=219 rc=158393 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143041069	receive_monotonic_ns=41144649334089	src=192.168.50.2:62511	payload=DBG frame=6 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14686 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/161 hav=157 he=16/161 rn=161 rc=209147 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143041362	receive_monotonic_ns=41144941915313	src=192.168.50.2:62511	payload=DBG frame=6 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14703 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/161 hav=157 he=16/161 rn=161 rc=209147 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143041659	receive_monotonic_ns=41145239506382	src=192.168.50.2:62511	payload=DBG frame=6 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14721 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/161 hav=157 he=16/161 rn=161 rc=209147 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143041957	receive_monotonic_ns=41145537022395	src=192.168.50.2:62511	payload=DBG frame=6 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14739 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/161 hav=157 he=16/161 rn=161 rc=209147 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143042249	receive_monotonic_ns=41145829599320	src=192.168.50.2:62511	payload=DBG frame=6 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14756 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/161 hav=157 he=16/161 rn=161 rc=209147 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788143042547	receive_monotonic_ns=41146126813755	src=192.168.50.2:62511	payload=DBG frame=6 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=14774 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/161 hav=157 he=16/161 rn=161 rc=209147 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
