iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T08:00:54.657-04:00	2026-08-30T08:00:56.749-04:00	2026-08-30T08:01:09.053-04:00	2026-08-30T08:01:10.518-04:00	16.862200	PASS	
2	480p-hires	steady	1	2026-08-30T08:01:13.451-04:00	2026-08-30T08:01:16.076-04:00	2026-08-30T08:01:28.389-04:00	2026-08-30T08:01:29.855-04:00	17.404911	PASS	
3	576i	steady	1	2026-08-30T08:01:32.818-04:00	2026-08-30T08:01:35.426-04:00	2026-08-30T08:01:47.755-04:00	2026-08-30T08:01:49.717-04:00	17.902623	PASS	
4	720p	steady	1	2026-08-30T08:01:52.657-04:00	2026-08-30T08:01:55.299-04:00	2026-08-30T08:02:07.612-04:00	2026-08-30T08:02:09.653-04:00	17.996397	PASS	
5	1080i	steady	1	2026-08-30T08:02:12.545-04:00	2026-08-30T08:02:15.242-04:00	2026-08-30T08:02:27.555-04:00	2026-08-30T08:02:31.157-04:00	19.613639	PASS	
