iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T15:44:58.721-04:00	2026-08-30T15:45:00.612-04:00	2026-08-30T15:45:12.839-04:00	2026-08-30T15:45:14.327-04:00	16.607003	PASS	
2	480p-hires	steady	1	2026-08-30T15:45:16.861-04:00	2026-08-30T15:45:19.188-04:00	2026-08-30T15:45:31.375-04:00	2026-08-30T15:45:33.360-04:00	17.499611	PASS	
3	576i	steady	1	2026-08-30T15:45:35.894-04:00	2026-08-30T15:45:38.214-04:00	2026-08-30T15:45:50.459-04:00	2026-08-30T15:45:53.216-04:00	18.321972	PASS	
4	720p	steady	1	2026-08-30T15:45:55.799-04:00	2026-08-30T15:46:00.681-04:00	2026-08-30T15:46:12.901-04:00	2026-08-30T15:46:14.371-04:00	19.573423	PASS	
5	1080i	steady	1	2026-08-30T15:46:16.930-04:00	2026-08-30T15:46:19.275-04:00	2026-08-30T15:46:31.510-04:00	2026-08-30T15:46:34.279-04:00	18.349049	PASS	
