caller	caller_module	callee	callee_module	cross_module
ps2vnc_display_release_ee_buffers	other	ps2vnc_display_release_ee_buffers	other	0
ps2vnc_display_save_to_pi	other	ps2vnc_display_save_to_pi	other	0
ps2vnc_display_save_to_pi	other	ps2vnc_http_find_header_end	other	0
ps2vnc_display_save_to_pi	other	ps2vnc_http_status_is_200	other	0
ps2vnc_display_save_to_pi	other	screen_fit_geometry_valid	display_calibration	1
ps2vnc_display_save_to_pi	other	send_exact	other	0
ps2vnc_display_transaction_ack_to_pi	management	ps2vnc_display_transaction_ack_to_pi	management	0
ps2vnc_display_transaction_ack_to_pi	management	ps2vnc_management_post	management	0
ps2vnc_display_transaction_begin_to_pi	management	ps2vnc_backend_transaction_name	other	1
ps2vnc_display_transaction_begin_to_pi	management	ps2vnc_display_profile_valid	other	1
ps2vnc_display_transaction_begin_to_pi	management	ps2vnc_display_transaction_begin_to_pi	management	0
ps2vnc_display_transaction_begin_to_pi	management	ps2vnc_management_post	management	0
ps2vnc_display_transaction_commit_to_pi	management	ps2vnc_display_transaction_commit_to_pi	management	0
ps2vnc_display_transaction_commit_to_pi	management	ps2vnc_management_post	management	0
ps2vnc_display_transaction_fetch_from_pi	management	ps2vnc_display_transaction_fetch_from_pi	management	0
ps2vnc_display_transaction_fetch_from_pi	management	ps2vnc_display_tx_parse	management	0
ps2vnc_display_transaction_fetch_from_pi	management	ps2vnc_management_get	management	0
ps2vnc_display_transaction_restore_to_pi	management	ps2vnc_display_transaction_restore_to_pi	management	0
ps2vnc_display_transaction_restore_to_pi	management	ps2vnc_management_post	management	0
ps2vnc_display_transaction_restored_to_pi	management	ps2vnc_display_transaction_restored_to_pi	management	0
ps2vnc_display_transaction_restored_to_pi	management	ps2vnc_management_post	management	0
ps2vnc_display_transaction_select_startup_authority	other	ps2vnc_display_profile_valid	other	0
ps2vnc_display_transaction_select_startup_authority	other	ps2vnc_display_transaction_select_startup_authority	other	0
ps2vnc_display_transaction_select_startup_authority	other	ps2vnc_display_tx_profiles_equal	management	1
ps2vnc_display_transaction_select_startup_authority	other	screenf	other	0
ps2vnc_display_transaction_startup_preflight	other	ps2vnc_display_transaction_fetch_from_pi	management	1
ps2vnc_display_transaction_startup_preflight	other	ps2vnc_display_transaction_select_startup_authority	other	0
ps2vnc_display_transaction_startup_preflight	other	ps2vnc_display_transaction_startup_preflight	other	0
ps2vnc_display_transaction_startup_preflight	other	ps2vnc_display_tx_state_name	management	1
ps2vnc_display_transaction_startup_preflight	other	screenf	other	0
ps2vnc_display_tx_parse	management	ps2vnc_display_tx_parse	management	0
ps2vnc_display_tx_parse	management	ps2vnc_display_tx_parse_profile	management	0
ps2vnc_display_tx_parse	management	ps2vnc_display_tx_profiles_equal	management	0
ps2vnc_display_tx_parse	management	ps2vnc_display_tx_take_line	management	0
ps2vnc_display_tx_parse_profile	management	ps2vnc_backend_from_transaction_name	other	1
ps2vnc_display_tx_parse_profile	management	ps2vnc_display_profile_valid	other	1
ps2vnc_display_tx_parse_profile	management	ps2vnc_display_tx_parse_profile	management	0
ps2vnc_display_tx_parse_profile	management	ps2vnc_display_tx_parse_uint	management	0
ps2vnc_display_tx_parse_profile	management	ps2vnc_display_tx_take_profile_value	management	0
ps2vnc_display_tx_parse_profile	management	ps2vnc_video_mode_by_name	display_geometry	1
ps2vnc_display_tx_parse_uint	management	ps2vnc_config_parse_int	config	1
ps2vnc_display_tx_parse_uint	management	ps2vnc_display_tx_parse_uint	management	0
ps2vnc_display_tx_profiles_equal	management	ps2vnc_display_tx_profiles_equal	management	0
ps2vnc_display_tx_state_name	management	ps2vnc_display_tx_state_name	management	0
ps2vnc_display_tx_take_line	management	ps2vnc_display_tx_take_line	management	0
ps2vnc_display_tx_take_profile_value	management	ps2vnc_display_tx_take_line	management	0
ps2vnc_display_tx_take_profile_value	management	ps2vnc_display_tx_take_profile_value	management	0
ps2vnc_display_wait_presentation_memory_idle	display_backend	ps2vnc_display_wait_presentation_memory_idle	display_backend	0
ps2vnc_display_wait_texture_idle	other	ps2vnc_display_wait_texture_idle	other	0
ps2vnc_global_rollback_display_transaction	display_control	ps2vnc_display_transaction_ack_to_pi	management	1
ps2vnc_global_rollback_display_transaction	display_control	ps2vnc_display_transaction_restore_to_pi	management	1
ps2vnc_global_rollback_display_transaction	display_control	ps2vnc_display_transaction_restored_to_pi	management	1
ps2vnc_global_rollback_display_transaction	display_control	ps2vnc_global_rollback_display_transaction	display_control	0
ps2vnc_global_rollback_display_transaction	display_control	ps2vnc_publish_restored_ack	other	1
ps2vnc_global_rollback_display_transaction	display_control	ps2vnc_remote_display_reset	other	1
ps2vnc_global_rollback_display_transaction	display_control	ps2vnc_remote_result_post	other	1
ps2vnc_global_rollback_display_transaction	display_control	ps2vnc_rollback_display_transaction	display_control	0
ps2vnc_global_rollback_display_transaction	display_control	screenf	other	1
ps2vnc_hires_effective_width	display_backend	ps2vnc_hires_effective_width	display_backend	0
ps2vnc_hires_full_frame_height	display_backend	ps2vnc_hires_full_frame_height	display_backend	0
ps2vnc_hires_mapped_storage_row	display_backend	hires_bg_storage_row	display_backend	0
ps2vnc_hires_mapped_storage_row	display_backend	ps2vnc_hires_mapped_storage_row	display_backend	0
ps2vnc_hires_mapped_storage_row	display_backend	ps2vnc_hires_requires_vertical_mapping	display_backend	0
ps2vnc_hires_requires_horizontal_mapping	display_backend	ps2vnc_hires_effective_width	display_backend	0
ps2vnc_hires_requires_horizontal_mapping	display_backend	ps2vnc_hires_requires_horizontal_mapping	display_backend	0
ps2vnc_hires_requires_raster_mapping	display_backend	ps2vnc_hires_requires_horizontal_mapping	display_backend	0
ps2vnc_hires_requires_raster_mapping	display_backend	ps2vnc_hires_requires_raster_mapping	display_backend	0
ps2vnc_hires_requires_raster_mapping	display_backend	ps2vnc_hires_requires_vertical_mapping	display_backend	0
ps2vnc_hires_requires_vertical_mapping	display_backend	ps2vnc_hires_full_frame_height	display_backend	0
ps2vnc_hires_requires_vertical_mapping	display_backend	ps2vnc_hires_requires_vertical_mapping	display_backend	0
ps2vnc_hires_storage_bytes	display_backend	ps2vnc_hires_storage_bytes	display_backend	0
ps2vnc_hires_storage_bytes	display_backend	ps2vnc_hires_storage_height	display_backend	0
ps2vnc_hires_storage_bytes	display_backend	ps2vnc_hires_storage_width	display_backend	0
ps2vnc_hires_storage_height	display_backend	ps2vnc_hires_requires_vertical_mapping	display_backend	0
ps2vnc_hires_storage_height	display_backend	ps2vnc_hires_storage_height	display_backend	0
ps2vnc_hires_storage_width	display_backend	ps2vnc_hires_effective_width	display_backend	0
ps2vnc_hires_storage_width	display_backend	ps2vnc_hires_storage_width	display_backend	0
ps2vnc_http_find_header_end	other	ps2vnc_http_find_header_end	other	0
ps2vnc_http_status_is_200	other	ps2vnc_http_status_is_200	other	0
ps2vnc_management_get	management	ps2vnc_http_find_header_end	other	1
ps2vnc_management_get	management	ps2vnc_http_status_is_200	other	1
ps2vnc_management_get	management	ps2vnc_management_get	management	0
ps2vnc_management_get	management	screenf	other	1
ps2vnc_management_get	management	send_exact	other	1
ps2vnc_management_get_bounded_quiet	management	ps2vnc_http_find_header_end	other	1
ps2vnc_management_get_bounded_quiet	management	ps2vnc_http_status_is_200	other	1
ps2vnc_management_get_bounded_quiet	management	ps2vnc_management_get_bounded_quiet	management	0
ps2vnc_management_get_bounded_quiet	management	ps2vnc_socket_wait_bounded	other	1
ps2vnc_management_post	management	ps2vnc_http_find_header_end	other	1
ps2vnc_management_post	management	ps2vnc_http_status_is_200	other	1
ps2vnc_management_post	management	ps2vnc_management_post	management	0
ps2vnc_management_post	management	send_exact	other	1
ps2vnc_management_post_text	management	ps2vnc_http_find_header_end	other	1
ps2vnc_management_post_text	management	ps2vnc_http_status_is_200	other	1
ps2vnc_management_post_text	management	ps2vnc_management_post_text	management	0
ps2vnc_management_post_text	management	send_exact	other	1
ps2vnc_publish_mapped_hires_dirty_frame	display_backend	ps2vnc_hires_requires_raster_mapping	display_backend	0
ps2vnc_publish_mapped_hires_dirty_frame	display_backend	ps2vnc_publish_mapped_hires_dirty_frame	display_backend	0
ps2vnc_publish_mapped_hires_dirty_frame	display_backend	ps2vnc_update_mapped_hires_dirty_buffer	display_backend	0
ps2vnc_publish_mapped_hires_hidden_frame	display_backend	ps2vnc_hires_requires_raster_mapping	display_backend	0
ps2vnc_publish_mapped_hires_hidden_frame	display_backend	ps2vnc_publish_mapped_hires_hidden_frame	display_backend	0
ps2vnc_publish_mapped_hires_hidden_frame	display_backend	publish_hires_background	display_backend	0
ps2vnc_publish_restored_ack	other	ps2vnc_publish_restored_ack	other	0
ps2vnc_publish_restored_ack	other	screenf	other	0
ps2vnc_reconfigure_current_desktop_hires	display_backend	debug_emit_geometry_snapshot	diag	1
ps2vnc_reconfigure_current_desktop_hires	display_backend	ps2vnc_display_publish_full_desktop	display_backend	0
ps2vnc_reconfigure_current_desktop_hires	display_backend	ps2vnc_reconfigure_current_desktop_hires	display_backend	0
ps2vnc_reconfigure_current_desktop_hires	display_backend	receive_framebuffer_update	rfb_decode	1
ps2vnc_reconfigure_current_desktop_hires	display_backend	region_fits_u32	other	1
ps2vnc_reconfigure_current_desktop_hires	display_backend	request_and_confirm_desktop_size	other	1
ps2vnc_reconfigure_current_desktop_hires	display_backend	request_framebuffer	rfb_transport	1
ps2vnc_reconfigure_current_desktop_hires	display_backend	set_live_encoding	rfb_decode	1
ps2vnc_reconfigure_current_desktop_hires	display_backend	set_raw_encoding	rfb_decode	1
ps2vnc_reconfigure_current_desktop_hires	display_backend	set_raw_extended_desktop_encoding	other	1
ps2vnc_reconfigure_current_desktop_standard	other	debug_emit_geometry_snapshot	diag	1
ps2vnc_reconfigure_current_desktop_standard	other	ps2vnc_reconfigure_current_desktop_standard	other	0
ps2vnc_reconfigure_current_desktop_standard	other	region_fits_u32	other	0
ps2vnc_remote_control_get_u32	display_control	ps2vnc_remote_control_get_u32	display_control	0
ps2vnc_remote_control_get_u32	display_control	ps2vnc_remote_control_get_value	display_control	0
ps2vnc_remote_control_get_value	display_control	ps2vnc_remote_control_get_value	display_control	0
ps2vnc_remote_control_poll_idle	display_control	display_menu_selection_for_mode	ui	1
ps2vnc_remote_control_poll_idle	display_control	display_mode_request_for_selection	other	1
ps2vnc_remote_control_poll_idle	display_control	profile_ticks_us	diag	1
ps2vnc_remote_control_poll_idle	display_control	ps2vnc_management_get_bounded_quiet	management	1
ps2vnc_remote_control_poll_idle	display_control	ps2vnc_remote_control_get_u32	display_control	0
ps2vnc_remote_control_poll_idle	display_control	ps2vnc_remote_control_get_value	display_control	0
ps2vnc_remote_control_poll_idle	display_control	ps2vnc_remote_control_poll_idle	display_control	0
ps2vnc_remote_control_poll_idle	display_control	ps2vnc_remote_display_fail	other	1
ps2vnc_remote_control_poll_idle	display_control	ps2vnc_remote_result_post	other	1
ps2vnc_remote_control_poll_idle	display_control	ps2vnc_video_mode_by_name	display_geometry	1
ps2vnc_remote_control_poll_idle	display_control	screenf	other	1
ps2vnc_remote_display_fail	other	ps2vnc_remote_display_fail	other	0
ps2vnc_remote_display_fail	other	ps2vnc_remote_display_reset	other	0
ps2vnc_remote_display_fail	other	ps2vnc_remote_result_post	other	0
ps2vnc_remote_display_lease_expired	other	ps2vnc_remote_display_lease_expired	other	0
ps2vnc_remote_display_lease_expired	other	ps2vnc_remote_result_post	other	0
ps2vnc_remote_display_lease_expired	other	screenf	other	0
ps2vnc_remote_display_reset	other	ps2vnc_remote_display_reset	other	0
ps2vnc_remote_result_post	other	ps2vnc_management_post_text	management	1
ps2vnc_remote_result_post	other	ps2vnc_remote_result_post	other	0
ps2vnc_rollback_display_transaction	display_control	display_confirm_disarm_transaction	display_control	0
ps2vnc_rollback_display_transaction	display_control	ps2vnc_rollback_display_transaction	display_control	0
ps2vnc_rollback_display_transaction	display_control	ps2vnc_switch_display_mode	display_control	0
ps2vnc_rollback_display_transaction	display_control	recover_rfb_transport_for_display_rollback	rfb_transport	1
ps2vnc_rollback_display_transaction	display_control	reset_rfb_transport_state	other	1
ps2vnc_rollback_display_transaction	display_control	screen_fit_apply_preset	display_calibration	1
ps2vnc_run_runtime_calibration	display_calibration	calculate_presented_desktop_geometry	display_backend	1
ps2vnc_run_runtime_calibration	display_calibration	flush_rfb_outgoing	rfb_transport	1
ps2vnc_run_runtime_calibration	display_calibration	ps2vnc_controller_pad_acquire	input	1
ps2vnc_run_runtime_calibration	display_calibration	ps2vnc_controller_pad_release	input	1
ps2vnc_run_runtime_calibration	display_calibration	ps2vnc_controller_pad_wait_release	input	1
ps2vnc_run_runtime_calibration	display_calibration	ps2vnc_display_direct_write_cancel	display_backend	1
ps2vnc_run_runtime_calibration	display_calibration	ps2vnc_display_save_to_pi	other	1
ps2vnc_run_runtime_calibration	display_calibration	ps2vnc_display_wait_presentation_memory_idle	display_backend	1
ps2vnc_run_runtime_calibration	display_calibration	ps2vnc_reconfigure_current_desktop_hires	display_backend	1
ps2vnc_run_runtime_calibration	display_calibration	ps2vnc_reconfigure_current_desktop_standard	other	1
ps2vnc_run_runtime_calibration	display_calibration	ps2vnc_run_runtime_calibration	display_calibration	0
ps2vnc_run_runtime_calibration	display_calibration	run_screen_fit_calibration	display_calibration	0
ps2vnc_run_runtime_calibration	display_calibration	screenf	other	1
ps2vnc_socket_wait_bounded	other	profile_ticks_us	diag	1
ps2vnc_socket_wait_bounded	other	ps2vnc_socket_wait_bounded	other	0
ps2vnc_startup_apply_authoritative_profile	other	calculate_presented_desktop_geometry	display_backend	1
ps2vnc_startup_apply_authoritative_profile	other	ps2vnc_backend_transaction_name	other	0
ps2vnc_startup_apply_authoritative_profile	other	ps2vnc_config_apply_display	config	1
ps2vnc_startup_apply_authoritative_profile	other	ps2vnc_config_get_display_for_mode	config	1
ps2vnc_startup_apply_authoritative_profile	other	ps2vnc_config_presented_geometry_for_mode	config	1
ps2vnc_startup_apply_authoritative_profile	other	ps2vnc_display_profile_resolve_candidate	other	0
ps2vnc_startup_apply_authoritative_profile	other	ps2vnc_display_profile_valid	other	0
ps2vnc_startup_apply_authoritative_profile	other	ps2vnc_display_tx_profiles_equal	management	1
ps2vnc_startup_apply_authoritative_profile	other	ps2vnc_startup_apply_authoritative_profile	other	0
ps2vnc_startup_apply_authoritative_profile	other	ps2vnc_video_mode_default_backend	display_geometry	1
ps2vnc_startup_apply_authoritative_profile	other	screenf	other	0
ps2vnc_startup_connect_reconciled	other	ethGetNetIFLinkStatus	other	0
ps2vnc_startup_connect_reconciled	other	initial_rfb_connect_with_retry	rfb_transport	1
ps2vnc_startup_connect_reconciled	other	probe_extended_desktop_size	other	0
ps2vnc_startup_connect_reconciled	other	ps2vnc_startup_connect_reconciled	other	0
ps2vnc_startup_connect_reconciled	other	receive_framebuffer_update	rfb_decode	1
ps2vnc_startup_connect_reconciled	other	request_and_confirm_desktop_size	other	0
ps2vnc_startup_connect_reconciled	other	request_framebuffer	rfb_transport	1
ps2vnc_startup_connect_reconciled	other	reset_rfb_transport_state	other	0
ps2vnc_startup_connect_reconciled	other	rfb_connect_and_handshake_limited	rfb_transport	1
ps2vnc_startup_connect_reconciled	other	screenf	other	0
ps2vnc_startup_connect_reconciled	other	set_gs555_pixel_format	other	0
ps2vnc_startup_connect_reconciled	other	set_raw_encoding	rfb_decode	1
ps2vnc_startup_finalize_display_transaction	other	ps2vnc_display_profile_capture_active	other	0
ps2vnc_startup_finalize_display_transaction	other	ps2vnc_display_transaction_commit_to_pi	management	1
ps2vnc_startup_finalize_display_transaction	other	ps2vnc_display_transaction_restored_to_pi	management	1
ps2vnc_startup_finalize_display_transaction	other	ps2vnc_display_tx_profiles_equal	management	1
ps2vnc_startup_finalize_display_transaction	other	ps2vnc_publish_restored_ack	other	0
ps2vnc_startup_finalize_display_transaction	other	ps2vnc_startup_finalize_display_transaction	other	0
ps2vnc_startup_finalize_display_transaction	other	screenf	other	0
ps2vnc_startup_mode_save_to_pi	config	ps2vnc_http_find_header_end	other	1
ps2vnc_startup_mode_save_to_pi	config	ps2vnc_http_status_is_200	other	1
ps2vnc_startup_mode_save_to_pi	config	ps2vnc_startup_mode_save_to_pi	config	0
ps2vnc_startup_mode_save_to_pi	config	ps2vnc_video_mode_by_name	display_geometry	1
ps2vnc_startup_mode_save_to_pi	config	send_exact	other	1
ps2vnc_startup_prepare_display_transaction	other	ps2vnc_display_transaction_restore_to_pi	management	1
ps2vnc_startup_prepare_display_transaction	other	ps2vnc_startup_prepare_display_transaction	other	0
ps2vnc_startup_prepare_display_transaction	other	screenf	other	0
ps2vnc_switch_display_mode	display_control	debug_emit_now	diag	1
ps2vnc_switch_display_mode	display_control	draw_recovery_status	other	1
ps2vnc_switch_display_mode	display_control	ps2vnc_controller_pad_acquire	input	1
ps2vnc_switch_display_mode	display_control	ps2vnc_controller_pad_release	input	1
ps2vnc_switch_display_mode	display_control	ps2vnc_discard_controller_rfb_queue	other	1
ps2vnc_switch_display_mode	display_control	ps2vnc_display_draw_desktop	display_backend	1
ps2vnc_switch_display_mode	display_control	ps2vnc_display_finish_draw	display_backend	1
ps2vnc_switch_display_mode	display_control	ps2vnc_display_flip	other	1
ps2vnc_switch_display_mode	display_control	ps2vnc_switch_display_mode	display_control	0
ps2vnc_switch_display_mode	display_control	ps2vnc_switch_display_mode_core	display_control	0
ps2vnc_switch_display_mode_core	display_control	debug_emit_geometry_snapshot	diag	1
ps2vnc_switch_display_mode_core	display_control	flush_rfb_outgoing	rfb_transport	1
ps2vnc_switch_display_mode_core	display_control	ps2vnc_display_create	other	1
ps2vnc_switch_display_mode_core	display_control	ps2vnc_display_destroy	other	1
ps2vnc_switch_display_mode_core	display_control	ps2vnc_display_direct_write_cancel	display_backend	1
ps2vnc_switch_display_mode_core	display_control	ps2vnc_display_logical_desktop_size	display_geometry	1
ps2vnc_switch_display_mode_core	display_control	ps2vnc_display_prepare_desktop	other	1
ps2vnc_switch_display_mode_core	display_control	ps2vnc_display_prepare_osk	other	1
ps2vnc_switch_display_mode_core	display_control	ps2vnc_switch_display_mode_core	display_control	0
ps2vnc_switch_display_mode_core	display_control	receive_framebuffer_update	rfb_decode	1
ps2vnc_switch_display_mode_core	display_control	region_fits_u32	other	1
ps2vnc_switch_display_mode_core	display_control	request_and_confirm_desktop_size	other	1
ps2vnc_switch_display_mode_core	display_control	request_framebuffer	rfb_transport	1
ps2vnc_switch_display_mode_core	display_control	set_live_encoding	rfb_decode	1
ps2vnc_switch_display_mode_core	display_control	set_raw_encoding	rfb_decode	1
ps2vnc_switch_display_mode_core	display_control	set_raw_extended_desktop_encoding	other	1
ps2vnc_system_exit_accept_request	other	ps2vnc_system_exit_accept_request	other	0
ps2vnc_system_exit_accept_request	other	ps2vnc_system_overlay_allowed	other	0
ps2vnc_system_overlay_allowed	other	ps2vnc_system_overlay_allowed	other	0
ps2vnc_system_refresh_accept_request	other	ps2vnc_system_overlay_allowed	other	0
ps2vnc_system_refresh_accept_request	other	ps2vnc_system_refresh_accept_request	other	0
ps2vnc_system_refresh_accept_request	other	ps2vnc_system_refresh_update_state	other	0
ps2vnc_system_refresh_update_state	other	profile_ticks_us	diag	1
ps2vnc_system_refresh_update_state	other	ps2vnc_system_refresh_update_state	other	0
ps2vnc_update_mapped_hires_dirty_buffer	display_backend	ps2vnc_hires_mapped_storage_row	display_backend	0
ps2vnc_update_mapped_hires_dirty_buffer	display_backend	ps2vnc_hires_requires_raster_mapping	display_backend	0
ps2vnc_update_mapped_hires_dirty_buffer	display_backend	ps2vnc_hires_storage_height	display_backend	0
ps2vnc_update_mapped_hires_dirty_buffer	display_backend	ps2vnc_hires_storage_width	display_backend	0
ps2vnc_update_mapped_hires_dirty_buffer	display_backend	ps2vnc_update_mapped_hires_dirty_buffer	display_backend	0
ps2vnc_update_mapped_hires_dirty_buffer	display_backend	region_fits_u32	other	1
ps2vnc_video_mode_by_name	display_geometry	ps2vnc_video_mode_by_name	display_geometry	0
ps2vnc_video_mode_default_backend	display_geometry	ps2vnc_video_mode_default_backend	display_geometry	0
publish_hires_background	display_backend	hires_bg_storage_row	display_backend	0
publish_hires_background	display_backend	ps2vnc_display_wait_presentation_memory_idle	display_backend	0
publish_hires_background	display_backend	ps2vnc_hires_mapped_storage_row	display_backend	0
publish_hires_background	display_backend	ps2vnc_hires_requires_raster_mapping	display_backend	0
publish_hires_background	display_backend	ps2vnc_hires_storage_height	display_backend	0
publish_hires_background	display_backend	ps2vnc_hires_storage_width	display_backend	0
publish_hires_background	display_backend	publish_hires_background	display_backend	0
publish_hires_background	display_backend	region_fits_u32	other	1
read_be16	other	read_be16	other	0
read_be32	other	read_be32	other	0
receive_framebuffer_update	rfb_decode	discard_exact	other	1
receive_framebuffer_update	rfb_decode	hextile_recv_rect	rfb_decode	0
receive_framebuffer_update	rfb_decode	ps2vnc_display_direct_write_active	display_backend	1
receive_framebuffer_update	rfb_decode	ps2vnc_display_direct_write_cancel	display_backend	1
receive_framebuffer_update	rfb_decode	read_be16	other	1
receive_framebuffer_update	rfb_decode	read_be32	other	1
receive_framebuffer_update	rfb_decode	receive_framebuffer_update	rfb_decode	0
receive_framebuffer_update	rfb_decode	recv_exact	rfb_transport	1
receive_framebuffer_update	rfb_decode	region_fits_u32	other	1
receive_framebuffer_update	rfb_decode	rfb_dirty_mark_rect	rfb_decode	0
receive_framebuffer_update	rfb_decode	rfb_dirty_reset	rfb_decode	0
receive_framebuffer_update	rfb_decode	rfb_gs555_to_gs16	rfb_transport	1
receive_framebuffer_update	rfb_decode	screenf	other	1
recover_rfb_connection	rfb_transport	draw_recovery_status	other	1
recover_rfb_connection	rfb_transport	ethGetNetIFLinkStatus	other	1
recover_rfb_connection	rfb_transport	probe_extended_desktop_size	other	1
recover_rfb_connection	rfb_transport	ps2vnc_display_publish_full_desktop	display_backend	1
recover_rfb_connection	rfb_transport	receive_framebuffer_update	rfb_decode	1
recover_rfb_connection	rfb_transport	recover_rfb_connection	rfb_transport	0
recover_rfb_connection	rfb_transport	request_and_confirm_desktop_size	other	1
recover_rfb_connection	rfb_transport	request_framebuffer	rfb_transport	0
recover_rfb_connection	rfb_transport	reset_rfb_transport_state	other	1
recover_rfb_connection	rfb_transport	rfb_connect_and_handshake	rfb_transport	0
recover_rfb_connection	rfb_transport	set_gs555_pixel_format	other	1
recover_rfb_connection	rfb_transport	set_live_encoding	rfb_decode	1
recover_rfb_connection	rfb_transport	set_raw_encoding	rfb_decode	1
recover_rfb_transport_for_display_rollback	rfb_transport	ethGetNetIFLinkStatus	other	1
recover_rfb_transport_for_display_rollback	rfb_transport	probe_extended_desktop_size	other	1
recover_rfb_transport_for_display_rollback	rfb_transport	receive_framebuffer_update	rfb_decode	1
recover_rfb_transport_for_display_rollback	rfb_transport	recover_rfb_transport_for_display_rollback	rfb_transport	0
recover_rfb_transport_for_display_rollback	rfb_transport	request_framebuffer	rfb_transport	0
recover_rfb_transport_for_display_rollback	rfb_transport	reset_rfb_transport_state	other	1
recover_rfb_transport_for_display_rollback	rfb_transport	rfb_connect_and_handshake_limited	rfb_transport	0
recover_rfb_transport_for_display_rollback	rfb_transport	set_gs555_pixel_format	other	1
recover_rfb_transport_for_display_rollback	rfb_transport	set_raw_encoding	rfb_decode	1
recv_exact	rfb_transport	debug_emit_idle_poll	diag	1
recv_exact	rfb_transport	debug_emit_now	diag	1
recv_exact	rfb_transport	ethGetNetIFLinkStatus	other	1
recv_exact	rfb_transport	flush_rfb_outgoing	rfb_transport	0
recv_exact	rfb_transport	ps2vnc_remote_control_poll_idle	display_control	1
recv_exact	rfb_transport	ps2vnc_remote_display_lease_expired	other	1
recv_exact	rfb_transport	recv_exact	rfb_transport	0
region_fits_u32	other	region_fits_u32	other	0
request_and_confirm_desktop_size	other	receive_framebuffer_update	rfb_decode	1
request_and_confirm_desktop_size	other	request_and_confirm_desktop_size	other	0
request_and_confirm_desktop_size	other	send_set_desktop_size_and_probe	other	0
request_framebuffer	rfb_transport	flush_rfb_outgoing	rfb_transport	0
request_framebuffer	rfb_transport	request_framebuffer	rfb_transport	0
request_framebuffer	rfb_transport	send_exact	other	1
reset_rfb_transport_state	other	reset_rfb_transport_state	other	0
rfb_connect_and_handshake	rfb_transport	rfb_connect_and_handshake	rfb_transport	0
rfb_connect_and_handshake	rfb_transport	rfb_connect_and_handshake_limited	rfb_transport	0
rfb_connect_and_handshake_limited	rfb_transport	read_be16	other	1
rfb_connect_and_handshake_limited	rfb_transport	read_be32	other	1
rfb_connect_and_handshake_limited	rfb_transport	recv_exact	rfb_transport	0
rfb_connect_and_handshake_limited	rfb_transport	rfb_connect_and_handshake_limited	rfb_transport	0
rfb_connect_and_handshake_limited	rfb_transport	sanitize_text	other	1
rfb_connect_and_handshake_limited	rfb_transport	screenf	other	1
rfb_connect_and_handshake_limited	rfb_transport	send_exact	other	1
rfb_dirty_mark_rect	rfb_decode	rfb_dirty_mark_rect	rfb_decode	0
rfb_dirty_reset	rfb_decode	rfb_dirty_reset	rfb_decode	0
rfb_gs555_to_gs16	rfb_transport	rfb_gs555_to_gs16	rfb_transport	0
run_screen_fit_calibration	display_calibration	draw_screen_fit_calibration	display_calibration	0
run_screen_fit_calibration	display_calibration	ps2vnc_display_save_to_pi	other	1
run_screen_fit_calibration	display_calibration	run_screen_fit_calibration	display_calibration	0
run_screen_fit_calibration	display_calibration	screen_fit_apply_preset	display_calibration	0
run_screen_fit_calibration	display_calibration	screen_fit_clamp_interactive	display_calibration	0
run_screen_fit_calibration	display_calibration	screenf	other	1
runtime_hotkey_has_hold_extension	input	runtime_hotkey_has_hold_extension	input	0
sanitize_text	other	sanitize_text	other	0
screen_fit_apply_preset	display_calibration	screen_fit_apply_preset	display_calibration	0
screen_fit_apply_preset	display_calibration	screen_fit_geometry_valid	display_calibration	0
screen_fit_clamp_interactive	display_calibration	screen_fit_clamp_interactive	display_calibration	0
screen_fit_draw_char	display_calibration	osk_find_glyph	ui	1
screen_fit_draw_char	display_calibration	screen_fit_draw_char	display_calibration	0
screen_fit_draw_char	display_calibration	screen_fit_prim_sprite	display_calibration	0
screen_fit_draw_corner_marker	display_calibration	screen_fit_draw_corner_marker	display_calibration	0
screen_fit_draw_corner_marker	display_calibration	screen_fit_prim_sprite	display_calibration	0
screen_fit_draw_text_centered	display_calibration	screen_fit_draw_char	display_calibration	0
screen_fit_draw_text_centered	display_calibration	screen_fit_draw_text_centered	display_calibration	0
screen_fit_draw_x	display_calibration	ps2vnc_display_output_x	other	1
screen_fit_draw_x	display_calibration	screen_fit_draw_x	display_calibration	0
screen_fit_draw_y	display_calibration	ps2vnc_display_output_y	other	1
screen_fit_draw_y	display_calibration	screen_fit_draw_y	display_calibration	0
screen_fit_geometry_valid	display_calibration	screen_fit_geometry_valid	display_calibration	0
screen_fit_geometry_valid	display_calibration	screen_fit_geometry_valid_for_mode	display_calibration	0
screen_fit_geometry_valid_for_mode	display_calibration	screen_fit_geometry_valid_for_mode	display_calibration	0
screen_fit_prim_sprite	display_calibration	screen_fit_draw_x	display_calibration	0
screen_fit_prim_sprite	display_calibration	screen_fit_draw_y	display_calibration	0
screen_fit_prim_sprite	display_calibration	screen_fit_prim_sprite	display_calibration	0
screen_fit_prim_sprite_clipped	display_calibration	screen_fit_prim_sprite	display_calibration	0
screen_fit_prim_sprite_clipped	display_calibration	screen_fit_prim_sprite_clipped	display_calibration	0
screenf	other	screenf	other	0
scroll_button_for_stick	other	scroll_button_for_stick	other	0
scroll_repeat_delay	other	analog_speed_curve_q12	other	0
scroll_repeat_delay	other	scroll_repeat_delay	other	0
send_exact	other	send_exact	other	0
send_key_event	input	send_key_event	input	0
send_key_event	input	send_rfb_message	rfb_transport	1
send_key_tap	input	send_key_tap	input	0
