symbol	file	line	source
desktop_output_height	working/b4a/ps2vnc_framebuffer_tail.inc	800	desktop_output_y + desktop_output_height) *
desktop_height	working/b4a/ps2vnc_framebuffer_tail.inc	827	((u64)row * desktop_height) /
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	840	src_y * desktop_width
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	846	((u64)col * desktop_width) /
desktop_height	working/b4a/ps2vnc_framebuffer_tail.inc	858	for (row = 0; row < desktop_height; row++) {
desktop_output_y	working/b4a/ps2vnc_framebuffer_tail.inc	861	hires_bg_storage_row(desktop_output_y + row) *
desktop_output_x	working/b4a/ps2vnc_framebuffer_tail.inc	863	desktop_output_x
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	868	row * desktop_width
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	874	desktop_width * sizeof(unsigned short)
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1018	tex->Width != desktop_width ||
desktop_height	working/b4a/ps2vnc_framebuffer_tail.inc	1019	tex->Height != desktop_height)
active_display_backend	working/b4a/ps2vnc_framebuffer_tail.inc	1041	if (active_display_backend == PS2VNC_BACKEND_HIRES)
active_display_backend	working/b4a/ps2vnc_framebuffer_tail.inc	1045	if (active_display_backend == PS2VNC_BACKEND_STANDARD)
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1073	desktop_width,
desktop_height	working/b4a/ps2vnc_framebuffer_tail.inc	1074	desktop_height))
desktop_output_x	working/b4a/ps2vnc_framebuffer_tail.inc	1078	desktop_output_x,
desktop_output_y	working/b4a/ps2vnc_framebuffer_tail.inc	1079	desktop_output_y,
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1080	desktop_width,
desktop_height	working/b4a/ps2vnc_framebuffer_tail.inc	1081	desktop_height,
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1113	if (w >= (desktop_width / 4)) {
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1118	desktop_width * sizeof(unsigned short);
desktop_output_y	working/b4a/ps2vnc_framebuffer_tail.inc	1126	hires_bg_storage_row(desktop_output_y + y + row);
desktop_output_x	working/b4a/ps2vnc_framebuffer_tail.inc	1131	storage_row * OUTPUT_WIDTH + desktop_output_x];
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1133	&gs_framebuffer[(y + row) * desktop_width];
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1141	last[field] = dst + desktop_width;
desktop_output_y	working/b4a/ps2vnc_framebuffer_tail.inc	1157	(desktop_output_y + y) * OUTPUT_WIDTH +
desktop_output_x	working/b4a/ps2vnc_framebuffer_tail.inc	1158	desktop_output_x
desktop_output_y	working/b4a/ps2vnc_framebuffer_tail.inc	1164	hires_bg_storage_row(desktop_output_y + y + row) *
desktop_output_x	working/b4a/ps2vnc_framebuffer_tail.inc	1166	desktop_output_x
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1171	(y + row) * desktop_width
desktop_output_y	working/b4a/ps2vnc_framebuffer_tail.inc	1181	(desktop_output_y + y + h - 1) *
desktop_output_x	working/b4a/ps2vnc_framebuffer_tail.inc	1183	desktop_output_x +
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1184	desktop_width
desktop_output_y	working/b4a/ps2vnc_framebuffer_tail.inc	1205	hires_bg_storage_row(desktop_output_y + y + row) *
desktop_output_x	working/b4a/ps2vnc_framebuffer_tail.inc	1207	desktop_output_x +
desktop_width	working/b4a/ps2vnc_framebuffer_tail.inc	1213	(y + row) * desktop_width +
desktop_width	working/b4a/ps2vnc_management_core.inc	236	const unsigned int recovery_target_width = desktop_width;
desktop_height	working/b4a/ps2vnc_management_core.inc	237	const unsigned int recovery_target_height = desktop_height;
desktop_geometry_locked	working/b4a/ps2vnc_management_core.inc	294	desktop_geometry_locked = 0;
desktop_geometry_locked	working/b4a/ps2vnc_management_core.inc	296	desktop_geometry_locked = 1;
desktop_width	working/b4a/ps2vnc_management_core.inc	299	desktop_width = recovery_target_width;
desktop_height	working/b4a/ps2vnc_management_core.inc	300	desktop_height = recovery_target_height;
desktop_width	working/b4a/ps2vnc_management_core.inc	341	(desktop_width != recovery_target_width ||
desktop_height	working/b4a/ps2vnc_management_core.inc	342	desktop_height != recovery_target_height)) {
desktop_width	working/b4a/ps2vnc_management_core.inc	354	desktop_width = recovery_target_width;
desktop_height	working/b4a/ps2vnc_management_core.inc	355	desktop_height = recovery_target_height;
desktop_width	working/b4a/ps2vnc_management_core.inc	395	desktop_width = recovery_target_width;
desktop_height	working/b4a/ps2vnc_management_core.inc	396	desktop_height = recovery_target_height;
active_video_mode	working/b4a/ps2vnc_management_core.inc	451	active_video_mode;
desktop_geometry_locked	working/b4a/ps2vnc_management_core.inc	454	desktop_geometry_locked;
active_display_backend	working/b4a/ps2vnc_management_core.inc	501	* Do not alter active_display_backend here: the candidate GS object
active_video_mode	working/b4a/ps2vnc_management_core.inc	505	active_video_mode = handshake_mode;
desktop_geometry_locked	working/b4a/ps2vnc_management_core.inc	506	desktop_geometry_locked = 0;
desktop_geometry_locked	working/b4a/ps2vnc_management_core.inc	512	desktop_geometry_locked = saved_geometry_locked;
active_video_mode	working/b4a/ps2vnc_management_core.inc	513	active_video_mode = saved_active_mode;
active_video_mode	working/b4a/ps2vnc_management_core.inc	556	active_video_mode = saved_active_mode;
desktop_geometry_locked	working/b4a/ps2vnc_management_core.inc	557	desktop_geometry_locked = saved_geometry_locked;
active_video_mode	working/b4a/ps2vnc_management_core.inc	735	active_video_mode,
active_video_mode	working/b4a/ps2vnc_management_tail.inc	67	active_video_mode == NULL ||
active_display_backend	working/b4a/ps2vnc_management_tail.inc	68	active_display_backend == PS2VNC_BACKEND_NONE)
active_video_mode	working/b4a/ps2vnc_management_tail.inc	71	profile->mode = active_video_mode;
active_display_backend	working/b4a/ps2vnc_management_tail.inc	72	profile->backend = active_display_backend;
desktop_width	working/b4a/ps2vnc_management_tail.inc	74	profile->logical_width = desktop_width;
desktop_height	working/b4a/ps2vnc_management_tail.inc	75	profile->logical_height = desktop_height;
desktop_output_x	working/b4a/ps2vnc_management_tail.inc	77	profile->output_x = desktop_output_x;
desktop_output_y	working/b4a/ps2vnc_management_tail.inc	78	profile->output_y = desktop_output_y;
desktop_output_width	working/b4a/ps2vnc_management_tail.inc	79	profile->output_width = desktop_output_width;
desktop_output_height	working/b4a/ps2vnc_management_tail.inc	80	profile->output_height = desktop_output_height;
active_video_mode	working/b4a/ps2vnc_management_tail.inc	1359	mode == active_video_mode)
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	4	const ps2vnc_video_mode_t *active_video_mode = &video_mode_1080i;
active_display_backend	working/b4a/ps2vnc_runtime_core.inc	5	ps2vnc_backend_t active_display_backend = PS2VNC_BACKEND_NONE;
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	26	if (active_video_mode == NULL)
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	29	width = active_video_mode->hires_width;
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	49	if (active_video_mode == NULL ||
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	50	active_video_mode->hires_height == 0) {
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	56	(u64)active_video_mode->hires_height;
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	58	if (active_video_mode->interlace == GS_INTERLACED &&
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	59	active_video_mode->field == GS_FRAME) {
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	72	if (active_video_mode == NULL ||
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	73	active_video_mode->raster_width == 0) {
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	86	active_video_mode->raster_width;
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	94	if (active_video_mode == NULL ||
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	95	active_video_mode->raster_height == 0) {
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	108	(u64)active_video_mode->raster_height;
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	136	if (active_video_mode == NULL)
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	140	return active_video_mode->hires_height;
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	142	return active_video_mode->raster_height;
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	154	#define OUTPUT_WIDTH   (active_video_mode->raster_width)
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	155	#define OUTPUT_HEIGHT  (active_video_mode->raster_height)
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	172	if (active_video_mode == NULL || width == NULL || height == NULL)
active_display_backend	working/b4a/ps2vnc_runtime_core.inc	175	if (active_display_backend == PS2VNC_BACKEND_HIRES) {
active_display_backend	working/b4a/ps2vnc_runtime_core.inc	178	} else if (active_display_backend == PS2VNC_BACKEND_STANDARD) {
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	179	*width = active_video_mode->standard_logical_width;
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	180	*height = active_video_mode->standard_logical_height;
active_display_backend	working/b4a/ps2vnc_runtime_core.inc	196	if (active_display_backend == PS2VNC_BACKEND_STANDARD)
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	197	draw_width = active_video_mode->standard_fb_width;
active_display_backend	working/b4a/ps2vnc_runtime_core.inc	198	else if (active_display_backend == PS2VNC_BACKEND_HIRES)
active_display_backend	working/b4a/ps2vnc_runtime_core.inc	213	if (active_display_backend == PS2VNC_BACKEND_STANDARD)
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	214	draw_height = active_video_mode->standard_fb_height;
active_display_backend	working/b4a/ps2vnc_runtime_core.inc	215	else if (active_display_backend == PS2VNC_BACKEND_HIRES)
active_video_mode	working/b4a/ps2vnc_runtime_core.inc	216	draw_height = active_video_mode->hires_height;
desktop_width	working/b4a/ps2vnc_runtime_core.inc	232	unsigned int desktop_width = VNC_WIDTH;
desktop_height	working/b4a/ps2vnc_runtime_core.inc	233	unsigned int desktop_height = VNC_HEIGHT;
desktop_output_x	working/b4a/ps2vnc_runtime_core.inc	239	unsigned int desktop_output_x = 0;
desktop_output_y	working/b4a/ps2vnc_runtime_core.inc	240	unsigned int desktop_output_y = 0;
desktop_output_width	working/b4a/ps2vnc_runtime_core.inc	241	unsigned int desktop_output_width = VNC_WIDTH;
desktop_output_height	working/b4a/ps2vnc_runtime_core.inc	242	unsigned int desktop_output_height = VNC_HEIGHT;
desktop_geometry_locked	working/b4a/ps2vnc_runtime_core.inc	266	int desktop_geometry_locked = 0;
active_video_mode	working/b4a/ps2vnc_runtime_core_to_tail.h	19	#define OUTPUT_HEIGHT  (active_video_mode->raster_height)
active_video_mode	working/b4a/ps2vnc_runtime_core_to_tail.h	21	#define OUTPUT_WIDTH   (active_video_mode->raster_width)
active_display_backend	working/b4a/ps2vnc_runtime_tail.inc	210	display_confirm_previous_backend = active_display_backend;
desktop_width	working/b4a/ps2vnc_runtime_tail.inc	215	display_confirm_previous_desktop_w = desktop_width;
desktop_height	working/b4a/ps2vnc_runtime_tail.inc	216	display_confirm_previous_desktop_h = desktop_height;
desktop_geometry_locked	working/b4a/ps2vnc_runtime_tail.inc	688	if (desktop_geometry_locked) {
desktop_width	working/b4a/ps2vnc_runtime_tail.inc	689	if (width != desktop_width ||
desktop_height	working/b4a/ps2vnc_runtime_tail.inc	690	height != desktop_height) {
desktop_width	working/b4a/ps2vnc_runtime_tail.inc	694	desktop_width,
desktop_height	working/b4a/ps2vnc_runtime_tail.inc	695	desktop_height
desktop_width	working/b4a/ps2vnc_runtime_tail.inc	705	desktop_width = width;
desktop_height	working/b4a/ps2vnc_runtime_tail.inc	706	desktop_height = height;
active_video_mode	working/b4a/ps2vnc_runtime_to_ui_display.h	124	#define OUTPUT_HEIGHT  (active_video_mode->raster_height)
active_video_mode	working/b4a/ps2vnc_runtime_to_ui_display.h	126	#define OUTPUT_WIDTH   (active_video_mode->raster_width)
active_video_mode	working/b4a/ps2vnc_services_compat.h	104	#define OUTPUT_WIDTH   (active_video_mode->raster_width)
active_video_mode	working/b4a/ps2vnc_services_compat.h	105	#define OUTPUT_HEIGHT  (active_video_mode->raster_height)
active_display_backend	working/b4a/ps2vnc_services_imports.h	6	extern ps2vnc_backend_t active_display_backend;
active_video_mode	working/b4a/ps2vnc_services_imports.h	7	extern const ps2vnc_video_mode_t *active_video_mode;
desktop_geometry_locked	working/b4a/ps2vnc_services_imports.h	14	extern int desktop_geometry_locked;
desktop_height	working/b4a/ps2vnc_services_imports.h	15	extern unsigned int desktop_height;
desktop_output_height	working/b4a/ps2vnc_services_imports.h	16	extern unsigned int desktop_output_height;
desktop_output_width	working/b4a/ps2vnc_services_imports.h	17	extern unsigned int desktop_output_width;
desktop_output_x	working/b4a/ps2vnc_services_imports.h	18	extern unsigned int desktop_output_x;
desktop_output_y	working/b4a/ps2vnc_services_imports.h	19	extern unsigned int desktop_output_y;
desktop_width	working/b4a/ps2vnc_services_imports.h	20	extern unsigned int desktop_width;
active_video_mode	working/b4a/ps2vnc_ui_core.inc	22	active_video_mode ? active_video_mode->name : "?");
active_video_mode	working/b4a/ps2vnc_ui_core.inc	173	if (mode == active_video_mode)
active_video_mode	working/b4a/ps2vnc_ui_core.inc	293	display_menu_selection_for_mode(active_video_mode);
active_video_mode	working/b4a/ps2vnc_ui_core.inc	296	display_menu_tab_for_mode(active_video_mode);
active_video_mode	working/b4a/ps2vnc_ui_core.inc	602	if (mode == active_video_mode) {
active_video_mode	working/b4a/ps2vnc_ui_core.inc	622	if (mode == active_video_mode &&
active_video_mode	working/b4a/ps2vnc_ui_core.inc	632	} else if (mode == active_video_mode) {
active_video_mode	working/b4a/ps2vnc_ui_core.inc	757	selected_mode == active_video_mode) {
desktop_width	working/b4a/ps2vnc_ui_core.inc	1181	if (x < desktop_width - 1)
desktop_width	working/b4a/ps2vnc_ui_tail.inc	4	int cursor_x = desktop_width / 2;
desktop_height	working/b4a/ps2vnc_ui_tail.inc	5	int cursor_y = desktop_height / 2;
active_video_mode	working/b4a/ps2vnc_ui_tail.inc	876	selected_mode != active_video_mode &&
active_video_mode	working/b4a/ps2vnc_ui_tail.inc	939	active_video_mode) {
desktop_width	working/b4a/ps2vnc_ui_tail.inc	1370	if (cursor_x >= (int)desktop_width)
desktop_width	working/b4a/ps2vnc_ui_tail.inc	1371	cursor_x = (int)desktop_width - 1;
desktop_height	working/b4a/ps2vnc_ui_tail.inc	1375	if (cursor_y >= (int)desktop_height)
desktop_height	working/b4a/ps2vnc_ui_tail.inc	1376	cursor_y = (int)desktop_height - 1;
active_video_mode	working/b4a/ps2vnc_video_mode_compat.h	48	* Transitional static-initializer bridge. active_video_mode remains
