iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T11:06:01.418-04:00	2026-08-30T11:06:03.318-04:00	2026-08-30T11:06:15.504-04:00	2026-08-30T11:06:17.485-04:00	17.067938	PASS	
2	480p-hires	steady	1	2026-08-30T11:06:20.034-04:00	2026-08-30T11:06:22.367-04:00	2026-08-30T11:06:34.553-04:00	2026-08-30T11:06:36.016-04:00	16.982380	PASS	
3	576i	steady	1	2026-08-30T11:06:38.555-04:00	2026-08-30T11:06:40.890-04:00	2026-08-30T11:06:53.141-04:00	2026-08-30T11:06:55.050-04:00	17.495579	PASS	
4	720p	steady	1	2026-08-30T11:06:57.583-04:00	2026-08-30T11:07:03.302-04:00	2026-08-30T11:07:15.621-04:00	2026-08-30T11:07:17.091-04:00	20.508519	PASS	
5	1080i	steady	1	2026-08-30T11:07:19.627-04:00	2026-08-30T11:07:22.381-04:00	2026-08-30T11:07:34.633-04:00	2026-08-30T11:07:36.538-04:00	17.911121	PASS	
