RECEIVER_START	receive_epoch_ms=1788139811418	receive_monotonic_ns=37914997711728	listen=192.168.50.1:5999
TELEMETRY	receive_epoch_ms=1788139968782	receive_monotonic_ns=38072362557956	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=3921 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139969081	receive_monotonic_ns=38072660843338	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=3939 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139969378	receive_monotonic_ns=38072958293982	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=3956 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139969671	receive_monotonic_ns=38073251188310	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=3974 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139969969	receive_monotonic_ns=38073549201766	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=3992 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139970264	receive_monotonic_ns=38073844076901	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4009 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139970560	receive_monotonic_ns=38074139734495	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4027 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139970858	receive_monotonic_ns=38074437661378	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4045 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139971151	receive_monotonic_ns=38074730672482	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4062 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139971449	receive_monotonic_ns=38075028652456	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4080 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139971741	receive_monotonic_ns=38075321488653	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4097 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139972039	receive_monotonic_ns=38075619481775	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4115 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139972337	receive_monotonic_ns=38075917385156	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4133 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139972630	receive_monotonic_ns=38076210338519	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4150 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139972928	receive_monotonic_ns=38076508438992	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4168 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139973221	receive_monotonic_ns=38076801265484	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4186 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139973519	receive_monotonic_ns=38077099003921	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4203 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139973812	receive_monotonic_ns=38077391833265	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4221 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139974109	receive_monotonic_ns=38077689471683	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4239 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139974408	receive_monotonic_ns=38077988589207	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4256 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139974701	receive_monotonic_ns=38078281529920	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4274 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139974999	receive_monotonic_ns=38078579051560	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4292 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139975292	receive_monotonic_ns=38078872048902	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4309 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139975590	receive_monotonic_ns=38079170005855	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4327 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139975888	receive_monotonic_ns=38079467928809	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4345 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139976181	receive_monotonic_ns=38079760971483	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4362 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139976478	receive_monotonic_ns=38080058521771	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4380 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139976771	receive_monotonic_ns=38080351410020	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4397 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139977069	receive_monotonic_ns=38080648904937	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4415 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139977366	receive_monotonic_ns=38080946610723	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4433 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139977659	receive_monotonic_ns=38081239571471	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4450 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139977958	receive_monotonic_ns=38081537839126	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4468 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139978250	receive_monotonic_ns=38081830339635	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4486 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139978548	receive_monotonic_ns=38082128417826	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4503 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139978841	receive_monotonic_ns=38082421280704	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4521 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139979140	receive_monotonic_ns=38082720110041	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4539 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139979438	receive_monotonic_ns=38083018019973	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4557 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139979731	receive_monotonic_ns=38083310990627	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4574 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139980030	receive_monotonic_ns=38083610237999	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4592 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139980323	receive_monotonic_ns=38083903049598	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4609 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139980622	receive_monotonic_ns=38084201747026	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4627 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139980919	receive_monotonic_ns=38084499009183	src=192.168.50.2:62511	payload=DBG frame=2 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4645 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/225 hav=221 he=16/225 rn=225 rc=16082 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139981220	receive_monotonic_ns=38084799664159	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4663 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139981517	receive_monotonic_ns=38085097609776	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4681 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139981810	receive_monotonic_ns=38085390237226	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4698 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139982108	receive_monotonic_ns=38085687794658	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4716 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139982405	receive_monotonic_ns=38085985352738	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4734 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139982698	receive_monotonic_ns=38086278334594	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4751 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139982996	receive_monotonic_ns=38086576336506	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4769 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139983289	receive_monotonic_ns=38086869224455	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4786 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139983587	receive_monotonic_ns=38087167565920	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4804 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139983887	receive_monotonic_ns=38087466957752	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4822 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
TELEMETRY	receive_epoch_ms=1788139984179	receive_monotonic_ns=38087759302498	src=192.168.50.2:62511	payload=DBG frame=3 stage=WAIT_RFB(14) bytes=0 msg=0 rect=1/1 xywh=664,436,18,9 enc=00000005 ctl=4839 cerr=0 osk=0 hdr=029801b40012000900000005 hs=4/235 hav=231 he=16/235 rn=235 rc=66758 hkm=0000 hks=0/0 hka=0 hkt=0 hhp=0 hcd=0 hkl=0 hq=0000 sm=0 dm=0 rar=0 b4=0 ppr=0 ppa=0 q=0
