iteration	mode	strategy	txid	started	active_temp	restore_requested	restored	elapsed_seconds	result	error
1	480i	steady	1	2026-08-30T02:20:36.737-04:00	2026-08-30T02:20:42.275-04:00	2026-08-30T02:20:54.606-04:00	2026-08-30T02:20:56.589-04:00	20.852818	PASS	
2	480p-hires	steady	1	2026-08-30T02:20:59.546-04:00	2026-08-30T02:21:02.105-04:00	2026-08-30T02:21:14.450-04:00	2026-08-30T02:21:16.368-04:00	17.824796	PASS	
3	576i	steady	1	2026-08-30T02:21:19.288-04:00	2026-08-30T02:21:21.915-04:00	2026-08-30T02:21:34.229-04:00	2026-08-30T02:21:36.210-04:00	17.922828	PASS	
4	720p	steady	1	2026-08-30T02:21:39.132-04:00	2026-08-30T02:21:41.715-04:00	2026-08-30T02:21:54.025-04:00	2026-08-30T02:21:56.081-04:00	17.949566	PASS	
5	1080i	steady	1	2026-08-30T02:21:58.955-04:00	2026-08-30T02:22:02.148-04:00	2026-08-30T02:22:14.488-04:00	2026-08-30T02:22:16.424-04:00	18.469825	PASS	
