file	start_line	end_line	function	geometry_score	signals	local_calls
working/b4a/ps2vnc_management_core.inc	948	1293	ps2vnc_config_parse_display_section	0	CALIBRATION	pstvnc_config_parse_int,pstvnc_config_trim_left,pstvnc_config_trim_right,screen_fit_geometry_valid_for_mode
working/b4a/ps2vnc_management_core.inc	1305	1357	ps2vnc_config_parse_display_for_mode	0		ps2vnc_config_parse_display_section
working/b4a/ps2vnc_management_core.inc	1361	1374	ps2vnc_config_apply_display	0	CALIBRATION,MANAGEMENT_CONFIG	screen_fit_apply_preset
working/b4a/ps2vnc_management_core.inc	1410	1431	ps2vnc_http_find_header_end	0		
working/b4a/ps2vnc_management_core.inc	1434	1465	ps2vnc_http_status_is_200	0		
working/b4a/ps2vnc_management_core.inc	1469	1479	ps2vnc_backend_transaction_name	0		
working/b4a/ps2vnc_management_core.inc	1482	1495	ps2vnc_backend_from_transaction_name	0		
working/b4a/ps2vnc_management_tail.inc	1	56	ps2vnc_display_profile_valid	0		ps2vnc_backend_transaction_name,pstvnc_video_mode_supports_backend
working/b4a/ps2vnc_management_tail.inc	63	83	ps2vnc_display_profile_capture_active	0	DISPLAY_MODE,FRAMEBUFFER_RFB	ps2vnc_display_profile_valid
working/b4a/ps2vnc_management_tail.inc	92	131	ps2vnc_display_profile_resolve_candidate	0		ps2vnc_display_profile_valid,pstvnc_video_mode_default_backend
working/b4a/ps2vnc_management_tail.inc	140	245	ps2vnc_management_post	0		ps2vnc_http_find_header_end,ps2vnc_http_status_is_200,send_exact
working/b4a/ps2vnc_management_tail.inc	248	324	ps2vnc_display_transaction_begin_to_pi	0		ps2vnc_backend_transaction_name,ps2vnc_display_profile_valid,ps2vnc_management_post
working/b4a/ps2vnc_management_tail.inc	327	333	ps2vnc_display_transaction_commit_to_pi	0		ps2vnc_management_post
working/b4a/ps2vnc_management_tail.inc	336	342	ps2vnc_display_transaction_restore_to_pi	0		ps2vnc_management_post
working/b4a/ps2vnc_management_tail.inc	345	351	ps2vnc_display_transaction_restored_to_pi	0		ps2vnc_management_post
working/b4a/ps2vnc_management_tail.inc	354	360	ps2vnc_display_transaction_ack_to_pi	0		ps2vnc_management_post
working/b4a/ps2vnc_management_tail.inc	363	572	ps2vnc_management_get	0		ps2vnc_http_find_header_end,ps2vnc_http_status_is_200,screenf,send_exact
working/b4a/ps2vnc_management_tail.inc	599	672	ps2vnc_socket_wait_bounded	0		profile_ticks_us
working/b4a/ps2vnc_management_tail.inc	675	946	ps2vnc_management_get_bounded_quiet	0		ps2vnc_http_find_header_end,ps2vnc_http_status_is_200,ps2vnc_socket_wait_bounded
working/b4a/ps2vnc_management_tail.inc	949	1084	ps2vnc_management_post_text	0		ps2vnc_http_find_header_end,ps2vnc_http_status_is_200,send_exact
working/b4a/ps2vnc_management_tail.inc	1094	1282	ps2vnc_config_parse_display_policy	0		display_menu_selection_for_mode,pstvnc_config_parse_bool,pstvnc_config_trim_left,pstvnc_config_trim_right,pstvnc_video_mode_by_name
working/b4a/ps2vnc_management_tail.inc	1285	1344	ps2vnc_display_policy_refresh_from_pi	0		ps2vnc_config_parse_display_policy,ps2vnc_management_get
working/b4a/ps2vnc_management_tail.inc	1347	1379	ps2vnc_display_policy_lock_to_pi	0	DISPLAY_MODE	display_menu_mode_at_selection,ps2vnc_management_post_text
working/b4a/ps2vnc_management_tail.inc	1382	1403	ps2vnc_display_policy_hide_to_pi	0		ps2vnc_management_post_text
working/b4a/ps2vnc_management_tail.inc	1415	1460	ps2vnc_display_tx_take_line	0		
working/b4a/ps2vnc_management_tail.inc	1463	1480	ps2vnc_display_tx_parse_uint	0		pstvnc_config_parse_int
working/b4a/ps2vnc_management_tail.inc	1483	1508	ps2vnc_display_tx_take_profile_value	0		ps2vnc_display_tx_take_line
working/b4a/ps2vnc_management_tail.inc	1511	1569	ps2vnc_display_tx_parse_profile	0		ps2vnc_backend_from_transaction_name,ps2vnc_display_profile_valid,ps2vnc_display_tx_parse_uint,ps2vnc_display_tx_take_profile_value,pstvnc_video_mode_by_name
working/b4a/ps2vnc_management_tail.inc	1572	1586	ps2vnc_display_tx_profiles_equal	0		
working/b4a/ps2vnc_runtime_core.inc	22	42	ps2vnc_hires_effective_width	1	DIMENSIONS,DISPLAY_MODE	
working/b4a/ps2vnc_runtime_core.inc	45	65	ps2vnc_hires_full_frame_height	1	DIMENSIONS,DISPLAY_MODE,GS_TRANSPORT	
working/b4a/ps2vnc_runtime_core.inc	68	87	ps2vnc_hires_requires_horizontal_mapping	0	DISPLAY_MODE	ps2vnc_hires_effective_width
working/b4a/ps2vnc_runtime_core.inc	90	109	ps2vnc_hires_requires_vertical_mapping	0	DISPLAY_MODE	ps2vnc_hires_full_frame_height
working/b4a/ps2vnc_runtime_core.inc	112	117	ps2vnc_hires_requires_raster_mapping	0		ps2vnc_hires_requires_horizontal_mapping,ps2vnc_hires_requires_vertical_mapping
working/b4a/ps2vnc_runtime_core.inc	128	131	ps2vnc_hires_storage_width	0		ps2vnc_hires_effective_width
working/b4a/ps2vnc_runtime_core.inc	134	143	ps2vnc_hires_storage_height	0	DISPLAY_MODE	ps2vnc_hires_requires_vertical_mapping
working/b4a/ps2vnc_runtime_core.inc	146	152	ps2vnc_hires_storage_bytes	0		ps2vnc_hires_storage_height,ps2vnc_hires_storage_width
working/b4a/ps2vnc_runtime_core.inc	166	190	ps2vnc_display_logical_desktop_size	1	DIMENSIONS,DISPLAY_MODE	
working/b4a/ps2vnc_runtime_core.inc	192	207	ps2vnc_display_output_x	0	DISPLAY_MODE,UI	ps2vnc_hires_effective_width
working/b4a/ps2vnc_runtime_core.inc	209	224	ps2vnc_display_output_y	0	DISPLAY_MODE,UI	
working/b4a/ps2vnc_runtime_core.inc	549	557	rfb_dirty_reset	0	FRAMEBUFFER_RFB	
working/b4a/ps2vnc_runtime_core.inc	559	599	rfb_dirty_mark_rect	0	FRAMEBUFFER_RFB	
working/b4a/ps2vnc_runtime_core.inc	756	767	display_menu_selection_for_mode	0		
working/b4a/ps2vnc_runtime_core.inc	769	777	display_menu_mode_at_selection	0		
working/b4a/ps2vnc_runtime_core.inc	779	786	display_mode_request_for_selection	0		
working/b4a/ps2vnc_runtime_core.inc	788	794	display_mode_request_target	0		display_menu_mode_at_selection
working/b4a/ps2vnc_runtime_core.inc	1095	1119	runtime_hotkey_has_hold_extension	0		
working/b4a/ps2vnc_runtime_core.inc	1151	1164	screenf	0		
working/b4a/ps2vnc_runtime_core.inc	1166	1175	sanitize_text	0		
working/b4a/ps2vnc_runtime_core.inc	1177	1181	read_be16	0		
working/b4a/ps2vnc_runtime_core.inc	1183	1189	read_be32	0		
working/b4a/ps2vnc_runtime_core.inc	1201	1223	region_fits_u32	0		
working/b4a/ps2vnc_runtime_core.inc	1226	1241	send_exact	0		
working/b4a/ps2vnc_runtime_core.inc	1251	1297	send_rfb_message	0	FRAMEBUFFER_RFB	send_exact
working/b4a/ps2vnc_runtime_core.inc	1308	1323	ps2vnc_discard_controller_rfb_queue	0	FRAMEBUFFER_RFB	
working/b4a/ps2vnc_runtime_core.inc	1329	1367	flush_rfb_outgoing	0	FRAMEBUFFER_RFB	send_exact
working/b4a/ps2vnc_runtime_core.inc	1377	1393	reset_rfb_transport_state	0	FRAMEBUFFER_RFB	
working/b4a/ps2vnc_runtime_core.inc	1436	1622	recv_exact	0	FRAMEBUFFER_RFB	debug_emit_idle_poll,debug_emit_now,ethGetNetIFLinkStatus,flush_rfb_outgoing,ps2vnc_remote_control_poll_idle,ps2vnc_remote_display_lease_expired
working/b4a/ps2vnc_runtime_core.inc	1625	1651	debug_stage_name	0		
working/b4a/ps2vnc_runtime_core.inc	1653	1667	debug_udp_init	0		
working/b4a/ps2vnc_runtime_tail.inc	1	84	debug_emit_now	0	FRAMEBUFFER_RFB	debug_stage_name
working/b4a/ps2vnc_runtime_tail.inc	87	94	profile_ticks_us	0		
working/b4a/ps2vnc_runtime_tail.inc	107	118	ps2vnc_system_overlay_allowed	0		
working/b4a/ps2vnc_runtime_tail.inc	124	148	ps2vnc_system_refresh_update_state	0		profile_ticks_us
working/b4a/ps2vnc_runtime_tail.inc	154	177	ps2vnc_system_refresh_accept_request	0		ps2vnc_system_overlay_allowed,ps2vnc_system_refresh_update_state
working/b4a/ps2vnc_runtime_tail.inc	184	194	ps2vnc_system_exit_accept_request	0		ps2vnc_system_overlay_allowed
working/b4a/ps2vnc_runtime_tail.inc	197	237	display_confirm_arm_transaction	0	DISPLAY_MODE,FRAMEBUFFER_RFB	
working/b4a/ps2vnc_runtime_tail.inc	240	263	display_confirm_disarm_transaction	0		
working/b4a/ps2vnc_runtime_tail.inc	267	291	display_confirm_return_to_active_menu	0		display_menu_open_for_active
working/b4a/ps2vnc_runtime_tail.inc	295	311	display_confirm_remaining_seconds	0		profile_ticks_us
working/b4a/ps2vnc_runtime_tail.inc	313	358	profile_emit_now	0		profile_ticks_us
working/b4a/ps2vnc_runtime_tail.inc	361	367	debug_emit_idle_poll	0		debug_emit_now
working/b4a/ps2vnc_runtime_tail.inc	375	391	wait_pad_ready_after_mode_change	0		
working/b4a/ps2vnc_runtime_tail.inc	404	445	startup_force_calibration_requested	0		
working/b4a/ps2vnc_runtime_tail.inc	448	451	EthStatusCheckCb	0		
working/b4a/ps2vnc_runtime_tail.inc	453	469	WaitValidNetState	0		
working/b4a/ps2vnc_runtime_tail.inc	471	476	ethGetNetIFLinkStatus	0		
working/b4a/ps2vnc_runtime_tail.inc	478	481	ethWaitValidNetIFLinkState	0		WaitValidNetState
working/b4a/ps2vnc_runtime_tail.inc	483	749	rfb_connect_and_handshake_limited	1	DIMENSIONS,FRAMEBUFFER_RFB	read_be16,read_be32,recv_exact,sanitize_text,screenf,send_exact
working/b4a/ps2vnc_runtime_tail.inc	758	763	rfb_connect_and_handshake	0	FRAMEBUFFER_RFB	rfb_connect_and_handshake_limited
working/b4a/ps2vnc_runtime_tail.inc	766	779	set_gs555_pixel_format	0		send_exact
working/b4a/ps2vnc_runtime_tail.inc	823	832	set_raw_encoding	0		send_exact
working/b4a/ps2vnc_runtime_tail.inc	842	856	set_live_encoding	0		send_exact
working/b4a/ps2vnc_runtime_tail.inc	865	879	set_raw_extended_desktop_encoding	0		send_exact
working/b4a/ps2vnc_runtime_tail.inc	903	986	send_set_desktop_size_and_probe	1	DIMENSIONS,FRAMEBUFFER_RFB	send_exact
working/b4a/ps2vnc_runtime_tail.inc	989	1122	request_and_confirm_desktop_size	1	DIMENSIONS,FRAMEBUFFER_RFB,GS_TRANSPORT	receive_framebuffer_update,send_set_desktop_size_and_probe
working/b4a/ps2vnc_runtime_tail.inc	1124	1140	send_pointer_event	0		send_rfb_message
working/b4a/ps2vnc_runtime_tail.inc	1154	1171	send_key_event	0		send_rfb_message
working/b4a/ps2vnc_runtime_tail.inc	1174	1199	send_key_tap	0		send_rfb_message
working/b4a/ps2vnc_runtime_tail.inc	1209	1249	send_modified_key_tap	0		send_rfb_message
working/b4a/ps2vnc_runtime_tail.inc	1251	1259	osk_clear_one_shot_modifiers	0		
working/b4a/ps2vnc_runtime_tail.inc	1443	1456	osk_row_length	0		
working/b4a/ps2vnc_runtime_tail.inc	1458	1469	osk_color	0		
working/b4a/ps2vnc_runtime_tail.inc	1471	1507	osk_fill_rect	0		
working/b4a/ps2vnc_runtime_tail.inc	1509	1519	osk_find_glyph	0		
working/b4a/ps2vnc_runtime_tail.inc	1521	1548	osk_draw_char	1	SCALING_ASPECT	osk_fill_rect,osk_find_glyph
working/b4a/ps2vnc_runtime_tail.inc	1550	1570	osk_draw_text_centered	1	SCALING_ASPECT	osk_draw_char
working/b4a/ps2vnc_runtime_tail.inc	1578	1599	osk_display_char	0		osk_shifted_ascii
working/b4a/ps2vnc_runtime_tail.inc	1601	1717	osk_render_bitmap	0		osk_color,osk_display_char,osk_draw_text_centered,osk_fill_rect,osk_row_length
working/b4a/ps2vnc_ui_core.inc	2	58	display_confirm_render_bitmap	0	DISPLAY_MODE	osk_color,osk_draw_text_centered,osk_fill_rect
working/b4a/ps2vnc_ui_core.inc	61	98	display_restore_ack_render_bitmap	0		osk_color,osk_draw_text_centered,osk_fill_rect
working/b4a/ps2vnc_ui_core.inc	102	121	display_menu_tab_for_mode	0	UI	
working/b4a/ps2vnc_ui_core.inc	124	142	display_menu_tab_label	0		
working/b4a/ps2vnc_ui_core.inc	145	158	display_menu_mode_belongs_to_tab	0		display_menu_mode_at_selection,display_menu_tab_for_mode
working/b4a/ps2vnc_ui_core.inc	161	180	display_menu_mode_visible	0	DISPLAY_MODE	display_menu_mode_at_selection
working/b4a/ps2vnc_ui_core.inc	183	198	display_menu_first_visible_selection	0		display_menu_mode_belongs_to_tab,display_menu_mode_visible
working/b4a/ps2vnc_ui_core.inc	201	211	display_menu_tab_visible	0		display_menu_first_visible_selection
working/b4a/ps2vnc_ui_core.inc	214	240	display_menu_next_visible_tab	0		display_menu_tab_visible
working/b4a/ps2vnc_ui_core.inc	243	287	display_menu_normalize_selection	0		display_menu_first_visible_selection,display_menu_mode_belongs_to_tab,display_menu_mode_visible,display_menu_next_visible_tab,display_menu_tab_visible
working/b4a/ps2vnc_ui_core.inc	290	326	display_menu_open_for_active	0	DISPLAY_MODE	display_menu_selection_for_mode,display_menu_tab_for_mode
working/b4a/ps2vnc_ui_core.inc	329	371	display_menu_move_vertical_selection	0		display_menu_first_visible_selection,display_menu_mode_belongs_to_tab,display_menu_mode_visible
working/b4a/ps2vnc_ui_core.inc	374	403	display_menu_move_horizontal_selection	0		display_menu_mode_belongs_to_tab,display_menu_next_visible_tab,display_menu_normalize_selection
working/b4a/ps2vnc_ui_core.inc	406	802	display_menu_render_bitmap	0	DISPLAY_MODE	display_menu_mode_at_selection,display_menu_mode_belongs_to_tab,display_menu_mode_visible,display_menu_tab_label,display_menu_tab_visible,osk_color,osk_draw_text_centered,osk_fill_rect
working/b4a/ps2vnc_ui_core.inc	806	912	system_menu_render_bitmap	0		osk_color,osk_draw_text_centered,osk_fill_rect
working/b4a/ps2vnc_ui_core.inc	915	927	osk_move_horizontal	0		osk_row_length
working/b4a/ps2vnc_ui_core.inc	929	955	osk_move_vertical	0		osk_row_length
working/b4a/ps2vnc_ui_core.inc	957	989	osk_shifted_ascii	0		
working/b4a/ps2vnc_ui_core.inc	991	1008	osk_send_key_with_modifiers	0		osk_clear_one_shot_modifiers,send_modified_key_tap
working/b4a/ps2vnc_ui_core.inc	1010	1049	osk_send_extended_key_with_modifiers	0		osk_clear_one_shot_modifiers,send_key_event,send_modified_key_tap
working/b4a/ps2vnc_ui_core.inc	1052	1165	osk_activate_selected	0		osk_display_char,osk_send_extended_key_with_modifiers,osk_send_key_with_modifiers
working/b4a/ps2vnc_ui_core.inc	1174	1197	wake_renderer_with_pointer_jiggle	0	FRAMEBUFFER_RFB	send_pointer_event
working/b4a/ps2vnc_ui_core.inc	1220	1298	analog_speed_curve_q12	1	SCALING_ASPECT	
working/b4a/ps2vnc_ui_core.inc	1307	1344	stick_velocity_q8	0		analog_speed_curve_q12
working/b4a/ps2vnc_ui_core.inc	1367	1401	scroll_button_for_stick	0	FRAMEBUFFER_RFB	
working/b4a/ps2vnc_ui_core.inc	1409	1451	scroll_repeat_delay	0		analog_speed_curve_q12
working/b4a/ps2vnc_ui_core.inc	1454	1480	send_scroll_pulse	0		send_pointer_event
working/b4a/ps2vnc_ui_core.inc	1505	1548	dpad_hold_velocity_q8	0		analog_speed_curve_q12
working/b4a/ps2vnc_ui_tail.inc	1	1546	controller_thread	0	DISPLAY_MODE,FRAMEBUFFER_RFB,UI	display_confirm_remaining_seconds,display_menu_mode_at_selection,display_menu_move_horizontal_selection,display_menu_move_vertical_selection,display_menu_open_for_active,display_mode_request_for_selection,dpad_hold_velocity_q8,osk_activate_selected,osk_move_horizontal,osk_move_vertical,osk_send_key_with_modifiers,ps2vnc_system_exit_accept_request,ps2vnc_system_overlay_allowed,ps2vnc_system_refresh_accept_request,ps2vnc_system_refresh_update_state,runtime_hotkey_has_hold_extension,scroll_button_for_stick,scroll_repeat_delay,send_key_tap,send_pointer_event,send_scroll_pulse,stick_velocity_q8,wake_renderer_with_pointer_jiggle
