name	provider	file	line	kind	source_declaration	header_declaration
ps2vnc_global_rollback_display_transaction	core	ps2vnc_display_orchestration.inc	1103	NF	static int ps2vnc_global_rollback_display_transaction (int old_sock, int transport_dirty, short unsigned int *rfb_framebuffer, short unsigned int *gs_framebuffer, GSGLOBAL **display, GSTEXTURE *tex, GSTEXTURE *osk_tex);	extern int ps2vnc_global_rollback_display_transaction (int old_sock, int transport_dirty, short unsigned int *rfb_framebuffer, short unsigned int *gs_framebuffer, GSGLOBAL **display, GSTEXTURE *tex, GSTEXTURE *osk_tex);
ps2vnc_remote_control_poll_idle	core	ps2vnc_display_orchestration.inc	931	NF	extern int ps2vnc_remote_control_poll_idle (void);	extern int ps2vnc_remote_control_poll_idle (void);
ps2vnc_remote_display_fail	core	ps2vnc_display_orchestration.inc	877	NF	static void ps2vnc_remote_display_fail (unsigned int error_code);	extern void ps2vnc_remote_display_fail (unsigned int error_code);
ps2vnc_remote_display_lease_expired	core	ps2vnc_display_orchestration.inc	890	NF	extern int ps2vnc_remote_display_lease_expired (void);	extern int ps2vnc_remote_display_lease_expired (void);
ps2vnc_remote_result_post	core	ps2vnc_display_orchestration.inc	814	NF	static int ps2vnc_remote_result_post (const char *state, unsigned int error_code);	extern int ps2vnc_remote_result_post (const char *state, unsigned int error_code);
ps2vnc_startup_finalize_display_transaction	core	ps2vnc_display_orchestration.inc	598	NF	static int ps2vnc_startup_finalize_display_transaction (void);	extern int ps2vnc_startup_finalize_display_transaction (void);
ps2vnc_switch_display_mode	core	ps2vnc_display_orchestration.inc	179	NF	static int ps2vnc_switch_display_mode (int sock, short unsigned int *rfb_framebuffer, short unsigned int *gs_framebuffer, GSGLOBAL **display, GSTEXTURE *tex, GSTEXTURE *osk_tex, const ps2vnc_video_mode_t *mode, unsigned int out_x, unsigned int out_y, unsigned int width, unsigned int height);	extern int ps2vnc_switch_display_mode (int sock, short unsigned int *rfb_framebuffer, short unsigned int *gs_framebuffer, GSGLOBAL **display, GSTEXTURE *tex, GSTEXTURE *osk_tex, const ps2vnc_video_mode_t *mode, unsigned int out_x, unsigned int out_y, unsigned int width, unsigned int height);
